"3749","ALPIARCA","2090 ALPIARCA"
"3750","CARTAXO","2070 CARTAXO"
"3751","PACOS DO NEGROS","2080 ALMEIRIM"
"3752","LAVRE","7050 LAVRE"
"3753","GLORIA DO RIBATEJO","2125 MARINHAIS"
"3754","ALMEIRIM","2080 ALMEIRIM"
"3755","ROMEIRA","2000 SANTAREM"
"3756","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"3757","CORTICOIS","2080 BENFICA DO RIBATEJO"
"3758","CORTICOIS","2080 BENFICA DO RIBATEJO"
"3759","BENFICA DO RIBATEJO","2080 ALMEIRIM"
"3760","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"3761","CARIA","6250-111 CARIA"
"3762","ENTRONCAMENTO","2334-909 ENTRONCAMENTO"
"3763","GRANHO","2125 MARINHAIS"
"3764","ALCANHOES","2000 SANTAREM"
"3765","ALFONVES","2040-051 AZAMBUJEIRA"
"3766","ALMEIRIM","2080 ALMEIRIM"
"3767","CHARNECA DE ALCOROCHEL","2350-003 ALCOROCHEL"
"3768","CHOUTO","2140 CHAMUSCA"
"3769","MOURISCAS","2200-681 MOURISCAS"
"3770","BISCAINHO","2100 CORUCHE"
"3771","ALMEIRIM","2080 ALMEIRIM"
"3772","PACOS DOS NEGROS","2080 ALMEIRIM"
"3773","RAPOSA","2080 ALMEIRIM"
"3774","ALMEIRIM","2080 ALMEIRIM"
"3775","FONTAINHAS","2305-513 PAIALVO  - TOMAR"
"3776","SANTAREM","2000 SANTAREM"
"3777","FOROS DE BENFICA","2080 BENFICA DO RIBATEJO"
"3779","ALMEIRIM","2080 ALMEIRIM"
"3780","ABRANTES","2205 ABRANTES"
"3781","ALPIARCA","2090 ALPIARCA"
"3782","ALCANHOES","2000 SANTAREM"
"3784","AZINHAGA","2150-003 AZINHAGA"
"3785","ALPIARCA","2090 ALPIARCA"
"3786","CALCADINHA","7350-466 ELVAS"
"3787","LISBOA","1070-001"
"3788","ESTREMOZ - APARTADO 41","7101 ESTREMOZ"
"3789","CORUCHE","2100 CORUCHE"
"3790","ALMEIRIM","2080 ALMEIRIM"
"3791","VILA FRANCA DE XIRA","2600 VILA FRANCA DE XIRA"
"3792","SANTAREM","2000 SANTAREM"
"3793","ABRANTES","2200 ABRANTES"
"3794","MACAO","6120 MACAO"
"3795","SANTAREM","2000 SANTAREM"
"3796","AZEITADA","2080 BENFICA DO RIBATEJO"
"3797","ALPIARCA","2090 ALPIARCA"
"3798","S. PEDRO","2000 SANTAREM"
"3799","RIBEIRA DE SANTAREM","2000 SANTAREM"
"3800","ALCANHOES","2000 SANTAREM"
"3801","SANTAREM","2000 SANTAREM"
"3802","VALE DE SANTAREM","2000 SANTAREM"
"3803","SALVATERRA","2120 SALVATERRA"
"3804","ALPIARCA","2090 ALPIARCA"
"3807","ALMEIRIM","2080 ALMEIRIM"
"3808","RAPOSA","2080 ALMEIRIM"
"3809","ALMEIRIM","2080 ALMEIRIM"
"3810","ALPIARCA","2090 ALPIARCA"
"3811","ALMEIRIM","2080 ALMEIRIM"
"3813","PEROFILHO","2000 SANTAREM"
"3814","PACO DOS NEGROS","2080 ALMEIRIM"
"3815","BOGALHO","2380 ALCANEMA"
"3816","CASAIS ROMEIROS","2380-222 ALCANENA"
"3817","GUARDA","6300-778 GUARDA"
"3818","MARIANOS","2080 ALMEIRIM"
"3819","ALMEIRIM","2080 ALMEIRIM"
"3820","MONTAGIL","7425 MONTALGIL"
"3821","POVOA DE SANTAREM","2000 SANTAREM"
"3822","ALMEIRIM","2080 ALMEIRIM"
"3823","NAZARE","2450 NAZARE"
"3824","PERNES","2000 SANTAREM"
"3826","CHAMUSCA","2140 CHAMUSCA"
"3827","ANGRA DO HEROISMO","9700 ANGRA DO HEROISMO"
"3828","ALPIARCA","2090 ALPIARCA"
"3829","CASTELO BRANCO","6001 CASTELO BRANCO"
"3830","-","2080 329 BENFICA DO RIBATEJO"
"3831","MARINHAIS","2125-133 MARINHAIS"
"3832","ALCANHOES","2000 SANTAREM"
"3833","SANTAREM","2000 SANTAREM"
"3834","ALPIARCA","2090 ALPIARCA"
"3835","ALPIARCA","2090 ALPIARCA"
"3836","BENFICA DO RIBATEJO","2080 BENFICA DO RIBATEJO"
"3837","CORTICOIS","2080 BENFICA DO RIBATEJO"
"3838","ALPIARCA","2090 ALPIARCA"
"3839","SANTAREM","2000 SANTAREM"
"3840","VARZEA","2000 SANTAREM"
"3841","ALMEIRIM","2080-012 ALMEIRIM"
"3842","COUCO","2100 COUCO"
"3843","ALMEIRIM","2080 ALMEIRIM"
"3844","PACO DOS NEGROS","2080 ALMEIRIM"
"3845","ALPIARCA","2090 ALPIARCA"
"3846","RIO MAIOR","2040 RIO MAIOR"
"3847","-","2100 COUCO"
"3848","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"3849","RAPOSA","2080 ALMEIRIM"
"3850","LAMAROSA","2100 CORUCHE"
"3851","RIBEIRA DE S. JOAO","2040-511 RIBEIRA DE S. JOAO"
"3852","SAMORA CORREIA","2135 SAMORA CORREIA"
"3853","CHAMUSCA","2140 CHAMUSCA"
"3854","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"3855","BENAVENTE","2130 BENAVENTE"
"3856","-","2080 ALMEIRIM"
"3857","PERNES","2380 ALCENENA"
"3858","FRADE DE BAIXO","2090 ALPIARCA"
"3859","-","2080-384 CORTICOIS"
"3860","-","2080-384 CORTICOIS"
"3861","ACHETE","2000 SANTAREM"
"3862","COUCO","2115 COUCO"
"3864","BENFICA DO RIBATEJO","2080 BENFICA DO RIBATEJO"
"3865","BENFICA DO RIBATEJO","2080 ALMEIRIM"
"3866","MOCARRIA","2000 SANTAREM"
"3867","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"3868","RAPOSA","2080 ALMEIRIM"
"3869","LAPA","2070 CARTAXO"
"3870","FONTAINHAS","2000 SANTAREM"
"3871","ARNEIRO DE TREMEZ","2025 ALCANEDE"
"3872","ACHETE","2000 SANTAREM"
"3873","FRADE DE BAIXO","2090 ALPIARCA"
"3874",".","CORUCHE"
"3875","FOROS DE BENFICA","2080 BENFICA DO RIBATEJO"
"3876","FOROS DE BENFICA","2080 BENFICA DO RIBATEJO"
"3877","ALMEIRIM","2080 ALMEIRIM"
"3878","ALMEIRIM","2080 ALMEIRIM"
"3879","MARINHAIS","2125-120 MARINHAIS"
"3880","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"3881","CHOUTO","2140 CHAMUSCA"
"3882","PACO DOS NEGROS","2080 ALMEIRIM"
"3883","VILA FRANCA DE XIRA","2600 VILA FRANCA DE XIRA"
"3884","ALPIARCA","2090 ALPIARCA"
"3886","BENFICA DO RIBATEJO","2080 BENFICA DO RIBATEJO"
"3887","ALMEIRIM","2080 ALMEIRIM"
"3888","GOLEGA","2150 GOLEGA"
"3889","ALVEGA","2200 ABRANTES"
"3890","ALMEIRIM","2080 ALMEIRIM"
"3891","CASEVEL","2000 SANTAREM"
"3892","CORUCHE","2100 CORUCHE"
"3893","PERNES","2000 SANTAREM"
"3894","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"3895","BENAVENTE","2130 BENAVENTE"
"3896","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"3897","APARTAMENTO 91-LISBOA","1600-131 LISBOA"
"3898","ALMEIRIM","2080 ALMEIRIM"
"3899","PACOS DOS NEGROS","2080-640 FAZENDAS DE ALMEIRIM"
"3900","SANTAREM","2000 SANTAREM"
"3901","VILA CHA DE OURIQUE","2070 CARTAXO"
"3902","FRADE DE CIMA","290-217 ALPIARCA"
"3903","BRANDOA","2700 AMADORA"
"3904","-","2000-493 PERNES"
"3905","ALMEIRIM","2080 ALMEIRIM"
"3906","AZERVEIRA","2100 CORUCHE"
"3907","ALMEIRIM","2080 ALMEIRIM"
"3908","CAROPOCOES","2100 CORUCHE"
"3909","MUGE","2125 MARINHAIS"
"3910","BENAVENTE","2600-997 VILA FRANCA DE XIRA"
"3911","ALPIARCA","2090 ALPIRACA"
"3912","BENAVENTE","2130-030 BENEVENTE"
"3913","MARINHAIS","2125 MARINHAIS"
"3914","PEROFILHO","2000 SANTAREM"
"3915","ALPIARCA","2090 ALPIARCA"
"3916","MONTARGIL","7425 MONTARGIL"
"3917","COUCO","2100-320 COUCO"
"3918","RIBEIRA DE SANTAREM","2000 SANTAREM"
"3919","-","-"
"3920","FAZENDAS DE ALMEIRIM","-"
"3921","FRADE DE BAIXO","2090 ALPIARCA"
"3922","ALENQUER","2580 ALENQUER"
"3923","SAO FACUNDO","225-408"
"3924","ALMEIRIM","2080 ALMEIRIM"
"3925","CARTAXO","2070 CARTAXO"
"3926","ALPIARCA","2090 ALPIARCA"
"3927","PEGO","2205-351 PEGO"
"3928","SANTAREM","2000 SANTAREM"
"3930","GRANHO","2125 MARINHAIS"
"3931","PARREIRA","2140 CHAMUSCA"
"3932","ALPIARCA","2090 ALPIARCA"
"3934","APT. 25","3831 ILHAVO CODEX"
"3935","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"3936","ALPIARCA","2090 ALPIARCA"
"3937","COMEIRAS DE BAIXO","2000-694 S. VICENTE DO PAUL"
"3938","MADRID","28036 MADRID"
"3939","SANTAREM","2000 SANTAREM"
"3940","POMBALINHO","2000 SANTAREM"
"3941","RIO MAIOR","2040 RIO MAIOR"
"3942","REDONDO","7170 REDONDO"
"3943","PACOS DOS NEGROS","2080 ALMEIRIM"
"3944","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"3945","LISBOA","1000-004 LISBOA"
"3946","CORTICOIS","2080 ALMEIRIM"
"3947","GRANHO","2125 MARINHAIS"
"3948","ALMEIRIM","2080 ALMEIRIM"
"3949","ALMEIRIM","2080 ALMEIRIM"
"3951","SANTAREM","2000 SANTAREM"
"3952","PERNES","2000 SANTAREM"
"3953","LOURES","2670-393 LOURES"
"3954","S. VICENTE DO PAUL","2000  SANTAREM"
"3955","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"3956","MUGE","2125 MARINHAIS"
"3957","CORUCHE","2100 CORUCHE"
"3958","AZEITADA","2080 BENFICA DO RIBATEJO"
"3959","PEROFILHO","2005-004 PEROFILHO"
"3960","SANTAREM","2000-110 SANTAREN"
"3961","SALVATERRA DE MAGOS","2125 SALVATERRA DE MAGOS"
"3962","ALPIARCA","2090 ALPIARCA"
"3963","SANTAREM","2000 SANTAREM"
"3964","CORTICOIS","2080 BENFICA DO RIBATEJO"
"3965","ALMEIRIM","2080 ALMEIRIM"
"3966","ALMEIRIM","2080 ALMEIRIM"
"3967","PACO DOS NEGOS","2080-640 PACO DOS NEGROS"
"3968","TRAMAGAL","2200 ABRANTES"
"3969","PEROFILHO","2000 SANTAREM"
"3970","ALPIARCA","2090 ALPIARCA"
"3971","-","-"
"3972","LISBOA","1900 LISBOA"
"3973","ALPIARCA","2090 ALPIARCA"
"3974","PARREIRA","2140 CHAMUSCA"
"3975","FOROS DE SALVATERRA","2120-229 FOROS DE SALVATERRA MAGOS"
"3976","ALPIARCA","2090 ALPIARCA"
"3977","TAPADA","2080 ALMEIRIM"
"3978","CASTRO MARIM","8950"
"3979","PARREIRA","2140 CHAMUSCA"
"3980","ALMEIRIM","2080 ALMEIRIM"
"3981","LISBOA","1700 LISBOA"
"3982","ALMEIRIM","2080 ALMEIRIM"
"3983","-","2005-413 VALE DE SANTAREM"
"3984","AZOIA DE CIMA","2000 SANTAREM"
"3985","S. VICENTE DO PAUL","2000 SANTAREM"
"3986","POVOA DA ISENTA","2000 SANTAREM"
"3987","EVORA","7000 EVORA"
"3989","ACHETE","2000 SANTAREM"
"3990","ALPRIATE","2625-639 VIALONGA"
"3991","MUGE","2125 MARINHAIS"
"3993","ALMEIRIM","2080 ALMEIRIM"
"3994","MARINHAIS","2125 MARINHAIS"
"3995","CORUCHE","2100 CORUCHE"
"3996","AZAMBUJA","2050 AZAMBUJA"
"3998","ALMEIRIM","2080 ALMEIRIM"
"3999","ALMEIRIM","2080 ALMEIRIM"
"4000","ALPIARCA","2090 ALPIARCA"
"4001","PONTEVEL","2070 CARTAXO"
"4002","-","2750-392 CASCAIS"
"4003","ALCANEDE","2025 ALCANEDE"
"4005","PACO DOS NEGROS","2080 ALMEIRIM"
"4006","CORTICOIS","2080 BENFICA DO RIBATEJO"
"4007","RIO MAIOR","2040 RIO MAIOR"
"4009","ALMEIRIM","2080 ALMEIRIM"
"4010","AZAMBUJA","2050 AZAMBUJA"
"4011","ALCACER DO SAL","-"
"4012","VALE DE FIGUEIRA","2000 SANTAREM"
"4013","SANTAREM","2000 SANTAREM"
"4014","BENFICA DO RIBATEJO","2080 BENFICA DO RIBATEJO"
"4015","FRADE DE BAIXO","2090 ALPIARCA"
"4016","AMIAIS","2025 AMIAIS DE BAIXO"
"4017","S. VICENTE DO PAUL","2000 SANTAREM"
"4018","ROMEIRA","2000 SANTAREM"
"4019","POVOA DA ISENTA","2000 SANTAREM"
"4020","ALPIARCA","2090 ALPIARCA"
"4021","ALMEIRIM","2080 ALMEIRIM"
"4022","PEROFILHO","2000 SANTAREM"
"4023","ARRUDA DOS VINHOS","2630 ARRUDA DOS VINHOS"
"4024","ALMEIRIM","2080 ALMEIRIM"
"4025","TAPADA","2080 ALMEIRIM"
"4026","ALMEIRIM","2080 ALMEIRIM"
"4027","-","2985-120 ISIDRO DE PEGOES"
"4029","ALPIARCA","2090 ALPIARCA"
"4030","ALFOUVES","2040-051 AZAMBUJEIRA"
"4031","CARREGUEIRA","2140-665 CHAMUSCA"
"4032","ALMEIRIM","2080 ALMEIRIM"
"4033","COMEIRAS DE BAIXO","2000 694 PERNES"
"4034","-","7800 BEJA"
"4035","RIBEIRA DE FRAGUAS","2040-155 RIOMAIOR"
"4036","MARIANOS","2080 ALMEIRIM"
"4037","CORTICOIS","2080 BENFICA DO RIBATEJO"
"4038","SALVADOR - PARREIRA","2140 CHAMUSCA"
"4039","S.VICENTE DO PAUL","2000 SANTAREM"
"4040","PATACAO","FARO"
"4041","RUAS CANDIDO DOS REIS 6","2560-312 TORRES VEDRAS"
"4042","BENFICA DO RIBATEJO","2080 ALMEIRIM"
"4043","VILA CHA DE OURIQUE","2070 CARTAXO"
"4044","ALMEIRIM","2080 ALMEIRIM"
"4045","TORRES VEDRAS","2560 TORRES VEDRAS"
"4046","FOROS DE SALVATERRA","2120 FOROS DE SALVATERRA"
"4047","PRADO","7330 MARVAO"
"4048","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"4049","VALE DE CAVALOS","2140 VALE DE CAVALOS"
"4050","VALE DE FIGUEIRA","2000 SANTAREM"
"4051","LOURICEIRA","2380 ALCENENA"
"4052","ALPIARCA","2090 ALPIARCA"
"4053","ALPIARCA","2090 ALPIARCA"
"4054","CORUCHE","2100 CORUCHE"
"4056","ALCANHOES","2000 SANTAREM"
"4057","PARREIRA","2140 CHAMUSCA"
"4058","ALMEIRIM","2080 ALMEIRIM"
"4059","SANTAREM","2000 SANTAREM"
"4060","PARREIRA","2140 CHAMUSCA"
"4061","SANTAREM","2000 SANTAREM"
"4062","-","2125-355 MUGE"
"4063","-","7500 ST. ANDRE"
"4064","ARNEIRO DAS MILHARICAS","2000 SANTAREM"
"4065","ALFOUVES","2040-051 AZAMBUJEIRA"
"4066","VALADA","2070-512 CARTAXO"
"4067","ST. ANTAO DO TOJAL","2660-124 LOURES"
"4068","FRADE DE BAIXO","2090 ALPIARCA"
"4069","CORTICOIS","2080 BENFICA DO RIBATEJO"
"4070","CARREGUEIRA","2140 CHAMUSCA"
"4071","ZONA INDUSTRIAL DE PONTE SOR","7400-213 PONTE SOR"
"4072","PORTALEGRE","7300 PORTALEGRE"
"4073","-","2090 ALPIARCA"
"4074","ALPIARCA","2090 ALPIARCA"
"4075","ALPIARCA","2090 ALPIARCA"
"4076","-","2150 GOLEGA"
"4077","-","2300-576 TOMAR"
"4078","ALPIARCA","2090 ALPIARCA"
"4079","ALMEIRIM","2080-138 ALMEIRIM"
"4080","MARIANOS","2080 ALMEIRIM"
"4081","ALMEIRIM","2080 ALMEIRIM"
"4082","VALE DE CAVALOS","2140 CHAMUSCA"
"4083","SALVATERRA DE MAGOS","2120 SALVATERRA DE MAGOS"
"4084","MARINHAIS","2125 MARINHAIS"
"4085","AZERVEIRA","2100 CORUCHE"
"4086","PINHEIRO DE LOURES","2670 LOURES"
"4087","ZEBRINHO","2100 CORUCHE"
"4088","VALE DE FIGUEIRA","2000 SANTAREM"
"4089","QT. DA AMIEIRA N. 5","2120 SALVATERRA MAGOS"
"4090","ALTO DO BEXIGA","2000-641 SANTAREM"
"4091","CASALINHO","2090 ALPIARCA"
"4092","TREMES","2025 ALCANEDE"
"4093","-","7540-403 SANTIAGO DO CACEM"
"4094","PERNES","2000 SANTAREM"
"4095","AVEIRAS DE CIMA","2050-176 AVEIRAS DE CIMA"
"4096","CASAL DA FISGA","2040 RIO MAIOR"
"4097","ALPIARCA","2090-087 ALPIARCA"
"4098","VALE DE CAVALOS","2140 CHAMUSCA"
"4100","LAMAROSA","2100 CORUCHE"
"4101","ALMEIRIM","2080 ALMEIRIM"
"4102","BENFICA DO RIBATEJO","2080 BENFICA DO RIBATEJO"
"4103","ZEBRINHO","LAMAROSA"
"4104","OEIRAS","2780 OEIRAS"
"4105","CORTICOIS","2080-328 BENFICA DO RIBATEJO"
"4106","ALMEIRIM","2080 ALMEIRIM"
"4107","SANTAREM","2000 SANTAREM"
"4108","ALMEIRIM","2080 ALMEIRIM"
"4109","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"4110","PINHEIRO GRANDE","2140 CHAMUSCA"
"4111","ALMEIRIM","2080 ALMEIRIM"
"4112","SANTAREM","2000 SANTAREM"
"4113","PARREIRA","2140 CHAMUSCA"
"4114","SINTERRA","2000 TREMEZ"
"4115","ALMEIRIM","2080 ALMEIRIM"
"4116","FOROS DE SALVATERRA","2120-191 FOROS DE SALVATERRA"
"4117","CORTICOIS","2080 BENFICA DO RIBATEJO"
"4118","ALCANHOES","2000 SANTAREM"
"4119","MARIANOS","2080 ALMEIRIM"
"4120","TAPADA","2080 ALMEIRIM"
"4121","-","-"
"4122","CHAMUSCA","2140 CHAMUSCA"
"4123","ALPIARCA","2090 ALPIARCA"
"4124","ALPIARCA","2090 ALPIARCA"
"4125","FOROS DO FRAZAO","2100 ERRA"
"4126","CARREGUEIRA","2140 CHAMUSCA"
"4127","AZAMBUJA","2050 AZAMBUJA"
"4128","PERNES","2000 SANTAREM"
"4129","PACO DOS NEGROS","2080 ALMEIRIM"
"4130","SANTAREM","2000 SANTAREM"
"4132","-","7750 MERTOLA"
"4133","PEROFILHO","2000 SANTAREM"
"4134","GRANHO","2125 MARINHAIS"
"4135","SALVATERRA DE MAGOS","2120 SALVATERRA DE MAGOS"
"4136","GOLEGA","2150 GOLEGA"
"4137","ALMEIRIM","2080 ALMEIRIM"
"4138","AZERVADINHA","2100 CORUCHE"
"4139","ALMEIRIM","2080 ALMEIRIM"
"4140","SANTAREM","2000 SANTAREM"
"4141","FOROS DE BENFICA","2080 BENFICA DO RIBATEJO"
"4142","TAPADA","2080 ALMEIRIM"
"4143","LOURES","-"
"4144","PACO DOS NEGROS","2080 ALMEIRIM"
"4145","ALPIARCA","2090 ALPIARCA"
"4146","-","8000 FARO"
"4147","PONTEVEL","2070 CARTAXO"
"4148","FRADE DE BAIXO","2090 ALPIARCA"
"4149","FOROS DO ARRAO","7415 FOROS DO ARRAO"
"4150","-","2080-400 BENFICA RIBATEJO"
"4151","TAPADA","2080 ALMEIRIM"
"4152","ALPIARCA","2090 ALPIARCA"
"4153","FRADE DE CIMA","2090 ALPIARCA"
"4154","-","7750 MERTOLA"
"4155","CORTICOIS","2080 CORTICOIS"
"4156","GRAINHO","2000 SANTAREM"
"4157","RIO MAIOR","2040 RIO MAIOR"
"4158","PACO DOS NEGROS","2080 ALMEIRIM"
"4159","CANICEIRA","2140 CHAMUSCA"
"4160","PACO DOS NEGROS","2080 ALMEIRIM"
"4161","-","7750 MERTOLA"
"4162","ALCANHOES","2000 SANTAREM"
"4163","GOUXARIA","2090 ALPIARCA"
"4164","CASAIS PENEDOS","2070-2-367 PONTEVEL"
"4165","BARCARENA","2730-271 BARCARENA"
"4166","SANTAREM","2000 SANTAREM"
"4167","CORTICOIS","2080-384 CORTICOIS"
"4168","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"4169","SANTAREM","2005-193 SANTAREM"
"4170","ALMARELEJA","7885 ALMARELEJA"
"4171","PACO DOS NEGROS","2080 ALMEIRIM"
"4172","BENFICA DO RIBATEJO","2080 BENFICA DO RIBATEJO"
"4173","FRADE DE BAIXO","2090 ALPIARCA"
"4174","ALMEIRIM","2080 ALMEIRIM"
"4175","FOROS DE SALVATERRA","2120-015 SALVATERRA DE MAGOS"
"4176","-","2130 BENAVENTE"
"4177","VALE DE CAVALOS","2140-429 VALE DE CAVALOS"
"4178","RAPOSA","2080 ALMEIRIM"
"4179","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"4180","ALMEIRIM","2080 ALMEIRIM"
"4181","ALPIARCA","2090 ALPIARCA"
"4182","ALMEIRIM","2080 ALMEIRIM"
"4183","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"4184","CASAL DA CHARNECA","2000 ALMOSTER"
"4185","FAZENAS DE ALMEIRIM","2080 ALMEIRIM"
"4186","ALMEIRIM","2080 ALMEIRIM"
"4187","CORTICOIS","2080 BENFICA DO RIBATEJO"
"4188","-","2540-511 RIBEIRA S.JOAO"
"4189","MARIANOS","2080 ALMEIRIM"
"4190","PEROFILHO","2000 SANTAREM"
"4191","ALMEIRIM","2080-116 ALMEIRIM"
"4192","FAZENDAS DE ALMEIRIM","2080-588 FAZENDAS DE ALMEIRIM"
"4193","CORUCHE","2100 CORUCHE"
"4194","BENFICA DO RIBATEJO","2080 BENFICA DO RIBATEJO"
"4195","VALADA","2070-503 VALADA"
"4196","ALMEIRIM","2080 ALMEIRIM"
"4197","AZERVEIRA","2100 CORUCHE"
"4198","SECORIO","2000 SANTAREM"
"4199","ALMEIRIM","2080 ALMEIRIM"
"4200","ULME","2140 CHAMUSCA"
"4201","ALMEIRIM","2080-065 ALMEIRIM"
"4202","PARREIRA","2140 CHAMUSCA"
"4203","GRANHO","2125 MARINHAIS"
"4204","CASAIS DA MARMELEIRA","2580-132 CADAFAIS"
"4205","VALADA","2070 CARTAXO"
"4206","SANTAREM","2000 SANTAREM"
"4207","ALPIARCA","2090 ALPIARCA"
"4208","ALMEIRIM","2080 ALMEIRIM"
"4209","RIBEIRA DE FRAGUAS","2040-155 FRAGUAS RIO MAIOR"
"4210","BENFICA DO RIBATEJO","2080 ALMEIRIM"
"4211","ACHETE","2000 SANTAREM"
"4212","GRANHO","2125 MARINHAIS"
"4213","RAPOSA","2080 ALMEIRIM"
"4214","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"4215","-","2080 ALMEIRIM"
"4216","CHAMUSCA","2140 CHAMUSCA"
"4217","ALPIARCA","2090 ALPIARCA"
"4218","TORRES VEDRAS","2560 TORRES VEDRAS"
"4219","S.VICENTE DO PAUL","2000 SANTAREM"
"4220","SANTAREM","2000 SANTAREM"
"4221","CARVALHAIS","2040 RIO MAIOR"
"4222","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"4223","VENTOSA","2560 TORRES VEDRAS"
"4224","POMBALINHO","2150 GOLEGA"
"4225","VARZEA","2000 SANTAREM"
"4226","CHOUTO","2140 CHAMUSCA"
"4227","CORTICOIS","2080 - 398 BENFICA DO RIBATEJO"
"4228","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"4229","ALMEIRIM","2080 ALMEIRIM"
"4230","SANTAREM","2000 SANTAREM"
"4231","MASSUCA","2065 MASSUCA"
"4233","POMBALINHO","2150-090 POMBALINHO"
"4234","FRADE DE CIMA","2090 ALPIARCA"
"4235","CASAIS DAS COMEIRAS","2050-191 AVEIRAS DE CIMA"
"4236","FOROS DE BENFICA","2080 BENFICA DO RIBATEJO"
"4237","VALE DE CAVALOS","2140 VALE DE CAVALOS"
"4238","GRANHO","2125 MARINHAIS"
"4239","MALAQUEIJO","2040 RIO MAIOR"
"4241","POMBALINHO","2150 POMBALINHO"
"4242","MARINHAIS","2125 MARINHAIS"
"4243","COUCO","2100 CORUCHE"
"4244","-","2025 ALCANEDE"
"4245","PONTE DE SOR","7400 PONTE DE SOR"
"4246","AVEIRAS DE CIMA","2050-174 AVEIRAS DE CIMA"
"4247","TREMES","2025 ALCANEDE"
"4248","VARZEA","2005-001 SANTAREM"
"4249","FRADE DE BAIXO","2090 - 216 ALPIARCA"
"4250","CASEVEL","2000 SANTAREM"
"4251","ALPIARCA","2090-121 ALPIARCA"
"4252","S. VICENTE DO PAUL","2000 SANTAREM"
"4253","-","2050-176 AVEIRAS DE CIMA"
"4254","ALMEIRIM","2080-138 ALMEIRIM"
"4255","ALMEIRIM","2080 ALMEIRIM"
"4257","COMEIRAS DE BAIXO","2000 SANTAREM"
"4258","S. VICENTE DO PAUL","2000 PERNES"
"4259","SANTAREM","2000 SANTAREM"
"4260","CORTICOIS","2080 BENFICA DO RIBATEJO"
"4261","-","2050-602 AZAMBUJA"
"4262","ULME","2140 CHAMUSCA"
"4263","RAPOSA","2080 ALMEIRIM"
"4264","PAINEL DO CAMPO FUTEBOL, N.2 - URRA","7300 PORTALEGRE"
"4265","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"4267","SANTAREM","2000 SANTAREM"
"4268","GANCARIA","2025 ALCANEDE"
"4269","ALMEIRIM","2080-108 ALMEIRIM"
"4270","CORTICOIS","2080 BENFICA DOI RIBATEJO"
"4271","ALPIARCA","2090 ALPIARCA"
"4272","ALMEIRIM","2080 ALMEIRIM"
"4273","TORRE PENALVA","2065 VILA NOVA DE S. PEDRO"
"4275","ALMEIRIM","2080 ALMEIRIM"
"4276","ALMEIRIM","2080-145 ALMEIRIM"
"4277","ALMEIRIM","2080 ALMEIRIM"
"4278","SANTAREM","2000 SANTAREM"
"4279","ALPIARCA","2090 ALPIARCA"
"4280","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"4281","ABITUREIRAS","2000 SANTAREM"
"4282","-","8125-303 QUARTEIRA"
"4283","ALPIARCA","2090 ALPIARCA"
"4284","-","-"
"4285","FONTE NOVA","2630-239 ARRUDAS DOS VINHOS"
"4286","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"4287","FETEIRA","2080 ALMEIRIM"
"4288","-","-"
"4289","-","2080 ALMEIRIM"
"4290","ALPIARCA","2090 ALPIARCA"
"4291","SANTAREM","2000 SANTAREM"
"4292","-","2120-180 FOROS DE SALVATERRA"
"4293","SANTAREM","2000 SANTAREM"
"4294","ENTRONCAMENTO","2330 ENTRONCAMENTO"
"4295","CORTICOIS","2080 BENFICA DO RIBATEJO"
"4296","-","2090 ALPIARCA"
"4297","ALMEIRIM","2080 ALMEIRIM"
"4298","TORRES NOVAS","2350 TORRES NOVAS"
"4299","ALMEIRIM","2080 ALMEIRIM"
"4300","RIACHOS","2350-356 RIACHOS"
"4301","SANTAREM","2000 SANTAREM"
"4302","ALMEIRIM","2080 ALMEIRIM"
"4303","VALE DE FIGUEIRA","2000 SANTAREM"
"4304","ALCORRIOL","2350 TORRES NOVAS"
"4305","ALPIARCA","2090 ALPIARCA"
"4306","SANTAREM","2000 SANTAREM"
"4307","OUTEIRO DA FORCA","7104-909 ESTREMOZ"
"4308","PARREIRA","2140 CHAMUSCA"
"4309","TORRES NOVAS","2350 TORRES NOVAS"
"4311","LISBOA","1000 LISBOA"
