"1735","APARTADO 46","2090 ALPIARCA"
"1736","ALMEIRIM","2080 ALMEIRIM"
"1737","ALMEIRIM","2080 ALMEIRIM"
"1738","ALMEIRIM","2080 ALMEIRIM"
"1739","CORTICOIS","2080 BENFICA DO RIBATEJO"
"1740","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"1741","GOLEGA","2150 GOLEGA"
"1742","SALVATERRA DE MAGOS","2120 SALVATERRA DE MAGOS"
"1743","ALMEIRIM","2080 ALMEIRIM"
"1744","ALMEIRIM","2080 ALMEIRIM"
"1745","CORTICOIS","2080 BENFICA DO RIBATEJO"
"1746","-","-"
"1747","ALMEIRIM","2080 ALMEIRIM"
"1748","FRADE DE BAIXO","2090 ALPIARCA"
"1749","ALMEIRIM","2080 ALMEIRIM"
"1750","ALGERUZ","2950 PALMELA"
"1751","MUGE","2125 MUGE"
"1753","SECORIO","2000 SANTAREM"
"1754","ALMEIRIM","2080 ALMEIRIM"
"1755","ALPIARCA","2090 ALPIARCA"
"1756","ALMEIRIM","2080 ALMEIRIM"
"1757","ALMEIRIM","2080 ALMEIRIM"
"1758","ALMEIRIM","2080 ALMEIRIM"
"1759","CORUCHE","2100 CORUCHE"
"1760","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"1761","ALVAIAZER","3250 ALVAIAZER"
"1762","AVIS","7480 AVIS"
"1763","MARIANOS","2080 ALMEIRIM"
"1764","MARIANOS","2080 ALMEIRIM"
"1765","CARREGUEIRA","2140 CHAMUSCA"
"1766","CASALINHO","2090 ALPIARCA"
"1767","PARREIRA","2140 CHAMUSCA"
"1768","ALPIARCA","2090 ALPIARCA"
"1770","LAMAROSA","2100-407 SAO JOSE DA LAMAROSA"
"1771","BENFICA DO RIBATEJO","2080 ALMEIRIM"
"1772","ALMEIRIM","2080 ALMEIRIM"
"1773","ALPIARCA","2090 ALPIARCA"
"1774","ALMEIRIM","2080 ALMEIRIM"
"1776","SANTAREM","2000 SANTAREM"
"1777","MOCARRIA","2005-092 MOCARRIA"
"1778","SAO ROMAO","71600-000 CILADAS"
"1779","ALMEIRIM","2080 ALMEIRIM"
"1781","ALMEIRIM","2080-116 ALMEIRIM"
"1782","FRADE DE CIMA","2090 ALPIARCA"
"1783","LAMAROSA","2100 CORUCHE"
"1784","SETUBAL","2910-297 SETUBAL"
"1785","FAZENDAS DE ALMEIRIM","2080-575 FAZENDAS DE ALMEIRIM"
"1786","CORUCHE","2100 CORUCHE"
"1787","ABITUREIRAS","2050-130 ABITUREIRAS"
"1788","ALPIARCA","2090 ALPIARCA"
"1789","SENHORA APARECIDA","4620-803 LOUSADA"
"1790","CASEVEL","2000-461 CASEVEL"
"1791","ARRIOLAS","2140 CHAMUSCA"
"1792","COIMBRA","3021-901 COIMBRA"
"1793","ALMEIRIM","2080 ALMEIRIM"
"1794","ALMEIRIM","2080 ALMEIRIM"
"1795","ALMEIRIM","2080 ALMEIRIM"
"1796","FRADE DE BAIXO","2090 ALPIARCA"
"1797","ALMEIRIM","2080 ALMEIRIM"
"1798","ALMEIRIM","2080 ALMEIRIM"
"1799","CASCAIS","2750-840 CASCAIS"
"1800","ACHETE","2000 SANTAREM"
"1801","FAZENDAS DE ALMEIRIM","2080 FAZENDAS DE ALMEIRIM"
"1802","BENFICA DO RIBATEJO","2080 -329 BENFICA DO RIBATEJO"
"1803","EVORA","7000 EVORA"
"1804","CORTICOIS","2080 ALMEIRIM"
"1805","CARREGUEIRA","2140 CHAMUSCA"
"1806","SANTAREM","2000 SANTAREM"
"1807","SECORIO","2000 SANTAREM"
"1808","PERNES","2000-491 PERNES"
"1809","ERRA","2100 CORUCHE"
"1810","ALPIARCA","2090 ALPIARCA"
"1811","SANTAREM","2000 SANTAREM"
"1812","SARDOAL","2230-SARDOAL"
"1813","VALE FIGUEIRA","2000 SANTAREM"
"1814","ALMEIRIM","2080 ALMEIRIM"
"1815","MARINHAIS","2125-163 MARINHAIS"
"1816","ALMEIRIM","2080 ALMEIRIM"
"1817","ADAUFE","4710-584 ADAUFE"
"1818","ALPIARCA","2090 ALPIARCA"
"1819","-","COIMBRA"
"1820","MARINHAIS","2125 MARINHAIS"
"1821","ALPIARCA","2090 ALPIARCA"
"1822","ALTO DO BEXIGA","2000 SANTAREM"
"1823","PORTO ALTO","2135 SAMORA CORREIA"
"1824","ALPIARCA","2090 ALPIARCA"
"1825","PACOS DOS NEGROS","2080 ALMEIRIM"
"1826","ALMEIRIM","-"
"1827","ALMEIRIM","2080 ALMEIRIM"
"1828","LISBOA","1000 LISBOA"
"1829","BISCAINHO","2100 CORUCHE"
"1830","ALMEIRIM","2080 ALMEIRIM"
"1831","ALMEIRIM","2080 ALMEIRIM"
"1832","S.VICENTE DO PAUL","2000 SANTAREM"
"1833","LISBOA","1100 LISBOA"
"1834","ALMEIRIM","2080-231 ALMEIRIM"
"1835","MALHOU","2380-531 ALCANENA"
"1836","FRAZAO","2100  CORUCHE"
"1837","LAMAROSA","2100 CORUCHE"
"1838","PONTINHA","1675-108 PONTINHA"
"1839","BENAVENTE","2130 BENAVENTE"
"1840","ALPIARCA","2090 ALPIARCA"
"1841","VALE DE FIGUEIRA","2000 SANTAREM"
"1842","CORTICOIS","2080 BENFICA DO RIBATEJO"
"1843","ZEBRINHO","2100 CORUCHE"
"1844","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"1846","ALPIARCA","2090 ALPIARCA"
"1847","FRADE DE BAIXO","2090 ALPIARCA"
"1848","AVEIRAS DE CIMA","2050 AVEIRAS DE CIMA"
"1849","MARINHAIS","2125 MARINHAIS"
"1850","SANTAREM","2000 SANTAREM"
"1851","PACOS DOS NEGROS","2080 ALMEIRIM"
"1852","FONTAINHAS","2000 SANTAREM"
"1853","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"1854","TAPADA","2080 ALMEIRIM"
"1856","ALMEIRIM","2080 ALMEIRIM"
"1858","ALPIARCA","2090 ALPIARCA"
"1859","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"1860","CORTICOIS","2080 BENFICA DO RIBATEJO"
"1861","CHAMUSCA","2140 CHAMUSCA"
"1862","FOROS DE BENFICA","2080-400 ALMEIRIM"
"1863","SANTAREM","2000 SANTAREM"
"1864","ACHETE","2000 SANTAREM"
"1865","ALMEIRIM","2080 ALMEIRIM"
"1866","SANTAREM","2000 SANTAREM"
"1867","ALPIARCA","2090 ALPIARCA"
"1868","ALMEIRIM","2080 ALMEIRIM"
"1869","FOROS DO ARRAO","7425-225 FOROS DO ARRAO"
"1870","CHAMUSCA","2140 CHAMUSCA"
"1871","FAZENDAS DE ALMEIRIM","2080 FAZENDAS DE ALMEIRIM"
"1872","COUCO","2115 COUCO"
"1873","PACO DOS NEGROS","2080 ALMEIRIM"
"1874","PARREIRA","2140 CHAMUSCA"
"1875","ALPIARCA","2090 ALPIARCA"
"1876","SANTAREM","2000 SANTAREM"
"1877","-","2005-085 POVOA DA ISENTA"
"1878","VIMIEIRO","7045 VIMIEIRO"
"1879","AZERVEIRA","2100 CORUCHE"
"1880","OLIVAIS DE SUL","1800 LISBOA"
"1881","FRADE DE CIMA","2090 ALPIARCA"
"1882","SANTAREM","2000 SANTAREM"
"1883","SANTAREM","2000 SANTAREM"
"1884","CURVACEIRAS","2300 TOMAR"
"1885","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"1886","VERDELHO","2000 SANTAREM"
"1887","FAZENDAS DE ALMEIRIM","2080 542 FAZENDAS DE ALMEIRIM"
"1888","PARREIRA","2140 CHAMUSCA"
"1889","CASALINHO","2090 ALPIARCA"
"1890","LISBOA","1900 LISBOA"
"1891","ALMEIRIM","2080 ALMEIRIM"
"1892","ESTRADA DA CABREIRA","2070-618 VILA CHA OURIQUE"
"1893","CORUCHE","2100 CORUCHE"
"1894","BENFICA DO RIBATEJO","2080 ALMEIRIM"
"1895","VALE DE CAVALOS","2140 - 403 VALE DE CAVALOS"
"1896","JARDIM DE BAIXO","2000 SANTAREM"
"1897","ABRA","2025 ALCANEDE"
"1898","FRADE DE BAIXO","2090 ALPIARCA"
"1900","ALPIARCA","2090 ALPIARCA"
"1901","SALVATERRA DE MAGOS","2120 SALVATERRA DE MAGOS"
"1902","ALVAIAZERE","3250 ALVAIAZERE"
"1903","AVIZ","7480 AVIZ"
"1904","AZINHAGA","2150 AZINHAGA"
"1905","ALMEIRIM","2080 ALMEIRIM"
"1906","ALMEIRIM","2080 ALMEIRIM"
"1907","VILA DO REI","6110 VILA DO REI"
"1908","LAMAROSA","2100 CORUCHE"
"1909","TAGARRO","2065 ALCOENTRE"
"1910","CORUCHE","2100 CORUCHE"
"1911","ALMEIRIM","2080 ALMEIRIM"
"1912","GOUXARIA","2090 ALPIARCA"
"1913","FAZENDAS DE ALMEIRIM","2080-589 FAZENDAS DE ALMEIRIM"
"1914","-","2080-329 BENFICA DO RIBATEJO"
"1915","VALE DA PINTA","2070 CARTAXO"
"1916","CORUCHE","2100-139 CORUCHE"
"1917","SAO JOSE DA LAMAROSA","2100 CORUCHE"
"1918","ALPIARCA","2090 ALPIARCA"
"1919","PACO DOS NEGROS","2080 ALMEIRIM"
"1920","QUINTAS DO SIROL","2420-337 SANTA EUFEMIA-LRA"
"1921",".","2100 CORUCHE"
"1922","PACOS NEGROS","2080-640 PACOS NEGROS"
"1923","ALMEIRIM","2080 ALMEIRIM"
"1924","CASEVEL","2000-461 CASEVEL"
"1925","BENFICA DO RIBATEJO","2080 ALMEIRIM"
"1926","FAZENDAS DE ALMEIRIM","2080 FAZENDAS DE ALMEIRIM"
"1928","FAZENDAS DE ALMEIRIM","2080 FAZENDAS DE ALMEIRM"
"1929","VERDELHO","2000 SANTAREM"
"1930","APARTADO 127","2081 ALMEIRIM CODEX"
"1931","ALMEIRIM","2080 ALMEIRIM"
"1932","SILVES","8300 SILVES"
"1933","TREMEZ","2025 ALCANEDE"
"1934","ARNEIRO DAS MILHARICAS","2000 SANTAREM"
"1935","FRADE DE CIMA","2090 ALPIARCA"
"1936","JARDIM DE CIMA","2000 SANTAREM"
"1937","GOLEGA","2150 GOLEGA"
"1938","VILA NOVA DE MILFONTES","7645-909 VILA NOVA DE MIL FONTES"
"1939","ERRA","2100 CORUCHE"
"1940","ALMEIRIM","2080 ALMEIRIM"
"1941","FAZENDAS DE ALMEIRIM","2080 FAZENDAS DE ALMEIRIM"
"1942","FAJARDA","2100 CORUCHE"
"1943","VILAR FORMOSO","9999 VILAR FORMOSO"
"1944","RIO MAIOR","2040 RIO MAIOR"
"1945","-","2080-201 ALMEIRIM"
"1946","-","2330-519 ENTRONCAMENTO"
"1947","ALPIARCA","2090-033 ALPIARCA"
"1948","ALMEIRIM","2080 ALMEIRIM"
"1949","FRADE DE CIMA","2090 ALPIARCA"
"1950","ALMEIRIM","2080 ALMEIRIM"
"1951","ALPIARCA","2090 ALPIARCA"
"1952","FAJARDA","2100 CORUCHE"
"1953","ALFERRAREDE","2200-200 ALFERRAREDE ABRANTES"
"1954","PACO DOS NEGROS","2080 ALMEIRIM"
"1955","MONTINHO DOS PEGOS","2100 CORUCHE"
"1956","FAZENDAS DE ALMEIRIM","2080 FAZENDAS DE ALMEIRIM"
"1957","ALMEIRIM","2080 ALMEIRIM"
"1958","ALCANENA","2380 ALCANENA"
"1959","GOUXARIA","2090 ALPIARCA"
"1960","ALMEIRIM","2080 ALMEIRIM"
"1961","ALMEIRIM","2080 ALMEIRIM"
"1962","ALMEIRIM","2080 ALMEIRIM"
"1963","RAPOSA","2080 ALMEIRIM"
"1964","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"1965","CHOUTO","2140 CHAMUSCA"
"1966","ALMEIRIM","2080 ALMEIRIM"
"1967","ALMEIRIM","2080 ALMEIRIM"
"1968","MONTEMOR-O-NOVO","7050 MONTEMOR-O-NOVO"
"1969","-","-"
"1970","PACO DOS NEGROS","2080 ALMEIRIM"
"1971","LAMAROSA","2100 CORUCHE"
"1973","ULME","2140 CHAMUSCA"
"1974","CAHMUSCA","2140 CHAMUSCA"
"1975","ALMEIRIM","2080 ALMEIRIM"
"1976","ALPIARCA","2090 ALPIARCA"
"1977","PINHEIRO GRANDE","2140-309 PINHEIRO GRANDE"
"1978","SANTAREM","2000 SANTAREM"
"1979","TORRES VEDRAS","2560 TORRES VEDRAS"
"1980","ALMEIRIM","2080 ALMEIRIM"
"1981","ALMEIRIM","2080 ALMEIRIM"
"1982","ALCANHOES","2000 SANTAREM"
"1983","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"1984","ALMEIRIM","2080 ALMEIRIM"
"1985","ABRANTES","2200-302 ABRANTES"
"1986","S. VICENTE DO PAUL","2000 SANTAREM"
"1987","ALMEIRIM","2080 ALMEIRIM"
"1988","LAMAROSA","2100 CORUCHE"
"1989","ALPIARCA","2090 ALPIARCA"
"1990","-","-"
"1991","AZERVEIRA","2100 CORUCHE"
"1992","ALMEIRIM","2080-070 ALMEIRIM"
"1993","RIBEIRA DE SANTAREM","2000 SANTAREM"
"1994","ALPIARCA","2090 ALPIARCA"
"1995","BENFICA DO RIBATEJO","2080 BENFICA DO RIBATEJO"
"1996","PACO DOS NEGROS","2080 ALMEIRIM"
"1997","GRAINHO","2000 SANTAREM"
"1998","FOROS DE BENFICA","2080 ALMEIRIM"
"1999","ALMEIRIM","2080-070 ALMEIRIM"
"2000","ALMEIRIM","2080 ALMEIRIM"
"2003","ALMEIRIM","2080 ALMEIRIM"
"2004","PACO DOS NEGROS","2080 ALMEIRIM"
"2005","ALMEIRIM","2080 ALMEIRM"
"2006","CORUCHE","2100-407 CORUCHE"
"2007","PACO DOS NEGRO","2080 ALMEIRIM"
"2008","LAMAROSA","2100 CORUCHE"
"2009","ALMEIRIM","2080 ALMEIRIM"
"2010","PACO DOS NEGROS","2080 ALMEIRIM"
"2011","S.VICENTE DO PAUL","2000 SANTAREM"
"2012","CORTICOIS","2080 ALMEIRIM"
"2013","ALPIARCA","2090 ALPIARCA"
"2014","ALPIARCA","2090 ALPIARCA"
"2015","ALMEIRIM","2080 ALMEIRIM"
"2016","POMBALINHO","2150 GOLEGA"
"2018","GRANHO","2125-401 GRANHO"
"2020","ALMEIRIM","2080-116 ALMEIRIM"
"2021","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"2022","S.TEOTONIO","7630-611 S.TEOTONIO"
"2023","FAZENDAS DE ALMEIRIM","2080 FAZENDAS DE ALMEIRIM"
"2024","VALADA","2070 VALADA"
"2025","PACO DOS NEGROS","2080 ALMEIRIM"
"2026","VARZEA","2000 SANTAREM"
"2027","ARREPIADO","2140-614 CHAMUSCA"
"2028","ALMEIRIM","2080 ALMEIRIM"
"2029","ALFERRAREDE","2200-264 ABRANTES"
"2030","AVEIRAS DE CIMA","2050 AZAMBUJA"
"2031","FOROS DA BRANCA","2100 CORUCHE"
"2032","MANIQUE DO INTENDENTE","2065-333 ALCOENTRE"
"2033","CORUCHE","2100 CORUCHE"
"2034","ALMEIRIM","2080 ALMEIRIM"
"2035","BENFICA DO RIBATEJO","2080-303 BENFICA DO RIBATEJO"
"2036","COUCO","2100 CORUCHE"
"2037","GRANHO","2125 MARINHAIS"
"2038","ALPIARCA","2090 ALPIARCA"
"2039","ALMEIRIM","2080 ALMEIRIM"
"2040","ALPIARCA","2090 ALPIARCA"
"2042","MARINHAIS","2125 MARINHAIS"
"2043","PARREIRA","2140 CHAMUSCA"
"2044","FRADE DE BAIXO","2090 ALPIARCA"
"2045","PARREIRA","2140-515 SALVADOR PARREIRA"
"2046","FAZENDAS DE ALMEIRIM","2080-568 ALMEIRIM"
"2047","ALMEIRIM","2080 ALMEIRIM"
"2050","ALMOSTER","2000 SANTAREM"
"2051","PONTEVEL","2070 CARTAXO"
"2052","TAPADA","2080 ALMEIRIM"
"2053","PACO DOS NEGROS","2080 ALMEIRIM"
"2054","PACO DOS NEGROS","2080 ALMEIRIM"
"2055","CORUCHE","2100 CORUCHE"
"2056","TRAMAGAL","2200 ABRANTES"
"2057","APARTADO 32","2091-901 ALPIARCA"
"2058","MUGE","2125 MARINHAIS"
"2059","CARREGUEIRA","2140 CHAMUSCA"
"2060","ALMEIRIM","2080 ALMEIRIM"
"2061","ULME","2140 CHAMUSCA"
"2062","ALMEIRIM","2080 ALMEIRIM"
"2063","FRADE DE BAIXO","2090 ALPIARCA"
"2064","ALMEIRIM","2080 ALMEIRIM"
"2065","-","2125 MARINHAIS"
"2067","CHAMUSCA","2140-011 CHAMUSCA"
"2068","LISBOA","1050-092 LISBOA"
"2069","VALE DE CAVALOS","2140 CHAMUSCA"
"2070","TAPADA","2080 ALMEIRIM"
"2071","ALMEIRIM","2080 ALMEIRIM"
"2072","ALPIARCA","2090 ALPIARCA"
"2073","ALPIARCA","2090 ALPIARCA"
"2074","ALMEIRIM","ALMEIRIM"
"2075","BEMPOSTA","2200 ABRANTES"
"2076","PACO DOS NEGROS","2080 ALMEIRIM"
"2077","GRANHO","2125 MARINHAIS"
"2078","FATIMA","2495 FATIMA"
"2079","ALMEIRIM","2080 ALMEIRIM"
"2080","GLORIA DO RIBATEJO","2125 MARINHAIS"
"2081","-","2080-346 BENFICA DO RIBATEJO"
"2082","PACO DOS NEGROS","2080 ALMEIRIM"
"2083","ALMEIRIM","2080 ALMEIRIM"
"2084","17 - 11. ESQ","1500-399 LISBOA"
"2085","GRANHO","2125 MARINHAIS"
"2086","SECORIO","2000 SANTAREM"
"2087","VALE DE SANTAREM","2000 SANTAREM"
"2088","FAZENDAS DE ALMEIRIM","2080 FAZENDAS DE ALMEIRIM"
"2089","SANTAREM","2000 SANTAREM"
"2090","ALMEIRIM","2080 ALMEIRIM"
"2091","APARTADO, 37","2080 ALMEIRIM"
"2092","BENFICA DO RIBATEJO","2080-385 BENFICA DO RIBATEJO"
"2093","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"2094","SANTAREM","2005-245 SANTAREM"
"2095","PINHEIRO GRANDE","2140 CHAMUSCA"
"2096","ALMEIRIM","2080 ALMEIRIM"
"2097","PACO DOS NEGROS","2080 ALMEIRIM"
"2098","RUIVAS","8600 LAGOS"
"2099","GLORIA DO RIBATEJO","2125 MARINHAIS"
"2100","CORTICOIS","2080 ALMEIRIM"
"2101","PACO DOS NEGROS","2080 ALMEIRIM"
"2102","ALFERRAREDE","2200-037 ALFERRAREDE"
"2103","PEROFILHO","2005-007 VARZEA - SANTAREM"
"2104","ENTRONCAMENTO","2330 ENTRONCAMENTO"
"2105","CORTICOIS","2080 ALMEIRIM"
"2106","-","-"
"2107","BENFICA DO RIBATEJO","2080 ALMEIRIM"
"2108","CHOUTO","2140 CHAMUSCA"
"2109","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"2110","ALMEIRIM","2080 ALMEIRIM"
"2111","VALE DE SANTAREM","2000 SANTAREM"
"2112","PACOS DOS NEGROS","2080 ALMEIRIM"
"2113","LAPA","2070 CARTAXO"
"2114","ULME","2140 CHAMUSCA"
"2115","ALMEIRIM","2080 ALMEIRIM"
"2116","-","-"
"2117","PARREIRA","2140 CHAMUSCA"
"2118","BENFICA DO RIBATEJO","2080 ALMEIRIM"
"2119","GOLEGA","2150-174 GOLEGA"
"2120","FOROS DE VALVERDE","2100 CORUCHE"
"2121","-","2025 ALCANEDE"
"2122","VALE DE SANTAREM","2000 SANTAREM"
"2123","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"2124","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"2125","SIILVEIRAS","7050- SILVEIRAS"
"2126","FOROS DE BENFICA","2080 ALMEIRIM"
"2128","FRADE DE BAIXO","2090 ALPIARCA"
"2129","ALMEIRIM","2080 ALMEIRIM"
"2130","MONTALVO","2250 MONTALVO"
"2131","VALHASCOS","2230-180 VALHASCOS"
"2132","PACO DOS NEGROS","2080 ALMEIRIM"
"2133","CARREGEURA","2140 CHAMUSCA"
"2134","ALCANHOES","2000 SANTAREM"
"2137","JARDIM DE CIMA","2000 SANTAREM"
"2138","PACOS DOS NEGROS","2080 ALMEIRIM"
"2139","ALMEIRIM","2080 ALMEIRIM"
"2140","CHOUTO","2140-123 CHOUTO"
"2141","LAMAROSA","-"
"2142","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"2143","ALPIARCA","2090-048 ALPIARCA"
"2144","CORTICOIS","2080 ALMEIRIM"
"2145","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"2146","VILA CHA DE OURIQUE","2070 VILA CHA DE OURIQUE"
"2147","SANTAREM","2000 SANTAREM"
"2148","ALCANENA","2380 ALCANENA"
"2149","ALMEIRIM","2080 ALMEIRIM"
"2150","AZOIA DE BAIXO","2000 SANTAREM"
"2151","PARREIRA","2140 CHAMUSCA"
"2152","RAPOSA","2080 ALMEIRIM"
"2153","CORUCHE","2104-909 CORUCHE"
"2154","CARREGUEIRA","2140 CHAMUSCA"
"2155","ALMEIRIM","2080 ALMEIRIM"
"2156","VARZEA","2000-816 SANTAREM"
"2157","ALPIARCA","2090 ALPIARCA"
"2158","AMOREIRA","2200-752 RIO DE MOINHOS-ABT."
"2159","POVOA DA ISENTA","2000 SANTAREM"
"2160","PACO DOS NEGROS","2080 ALMEIRIM"
"2161","ALMEIRIM","2080 ALMEIRIM"
"2162","CORUCHE","2100 CORUCHE"
"2163","AMOREIRA","2200 752 ABRANTES"
"2164","CORTICOIS","2080 BENFICA DO RIBATEJO"
"2165","ALMEIRIM","2080 ALMEIRIM"
"2166","MATINHAIS","2125 MARINHAIS"
"2167","PACO DOS NEGROS","2080 ALMEIRIM"
"2168","CORUCHE","2100 CORUCHE"
"2169","BENFICA DO RIBATEJO","2080 ALMEIRIM"
"2170","PINHEIRO MANSO","2560 A-DOS-CUNHADOS"
"2171","ALMEIRIM","2080-110 ALMEIRIM"
"2172","LAMAROSA","2100 CORUCHE"
"2173","MOCARRIA","2000 SANTAREM"
"2174","BENFICA DO RIBATEJO","2080 ALMEIRIM"
"2175","CORTICOIS","2080-384 BENFICA DO RIBATEJO"
"2176","AZERVEIRA","2100 CORUCHE"
"2177","ABRANTES","2200-371 ABRANTES"
"2178","CORTICOIS","2080 ALMEIRIM"
"2179","PACO DOS NEGROS","2080 ALMEIRIM"
"2180","BENFICA DO RIBATEJO","2080 BENFICA DO RIBATEJO"
"2181","ALMEIRIM","2080 ALMEIRIM"
"2182","AZOIA DE CIMA","2025-452 AZOIA DE CIMA"
"2183","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"2184","RAPOSA","2080 ALMEIRIM"
"2185","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"2186","-","2080 ALMEIRIM"
"2187","ABITUREIRAS","2000 SANTAREM"
"2188","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"2189","SANTAREM","2000 SANTAREM"
"2190","ALPIARCA","2090 ALPIARCA"
"2191","SETUBAL","2900-309 SETUBAL"
"2192","BENAVENTE","2120 BENAVENTE"
"2193","PACO DOS NEGROS","2080 ALMEIRIM"
"2194","BEMPOSTA","2200 ABRANTES"
"2195","-","3780 051 ANCAS"
"2196","ALPIARCA","2090 ALPIARCA"
"2197","ALPIARCA","2090 ALPIARCA"
"2198","VALE DE CAVALOS","2140 CHAMUSCA"
"2199","VARZEA","2000 SANTAREM"
"2200","ALPIARCA","2090 ALPIARCA"
"2201","AZOIA DE CIMA","2025 ALCANEDE"
"2202","-","2000 SANTAREM"
"2203","ALMEIRIM","2080 ALMEIRIM"
"2204","FRADE DE CIMA","2090 ALPIARCA"
"2205","ALMEIRIM","2080 ALMEIRIM"
"2206","SALVATERRA DE AMGOS","2120 SALVATERRA DE MAGOS"
"2208","ALMEIRIM","2080 ALMEIRIM"
"2209","PACOS DOS NEGROS","2080 ALMEIRIM"
"2210","GAVIAO","6040 GAVIAO"
"2211","BENFICA DO RIBATEJO","2080 ALMEIRIM"
"2212","SALVADOR - PARREIRA","2140 CHAMUSCA"
"2214","PACO DOS NEGROS","2080 ALMEIRIM"
"2215","LISBOA","1800 LISBOA"
"2216","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"2217","GRANHO","2125 MARINHAIS"
"2218","SANTAREM","2000 SANTAREM"
"2219","BENFICA DO RIBATEJO","2080 ALMEIRIM"
"2220","ALMEIRIM","2080 ALMEIRIM"
"2221","ALMEIRIM","2080 ALMEIRIM"
"2222","ALMEIRIM","2080 - O94 ALMEIRIM"
"2223","ALMEIRIM","2080 ALMEIRIM"
"2224","ALPIARCA","2090 ALPIARCA"
"2225","CHAMUSCA","2040-070 CHAMUSCA"
"2226","ACHETE","2000 SANTAREM"
"2227","LAMAROSA","2100 CORUCHE"
"2228","ALMEIRIM","2080 ALMEIRIM"
"2229","SAO JOSE DA LAMAROSA","2100 LAMAROSA"
"2230","ALMEIRIM","2080 ALMEIRIM"
"2231","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"2232","PACO DOS NEGROS","2080 ALMEIRIM"
"2233","CARTAXO","2070-101 CARTAXO"
"2234","ALPIARCA","2090 ALPIARCA"
"2235","GRANHO","2125 MARINHAIS"
"2236","ABRANTES","2200 ABRANTES"
"2237","CORTICOIS","2080 ALMEIRIM"
"2238","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"2239","GOLEGA","2150 GOLEGA"
"2240","GOLEGA","2150 GOLEGA"
"2241","GOLEGA","2150 GOLEGA"
"2242","ESTORIL","2675 ESTORIL"
"2243","ALPIARCA","2090 ALPIARCA"
"2244","SARDOAL","2230-121 SARDOAL"
"2245","VALE DE SANTAREM","2000 VALE DE SANTAREM"
"2246","GOLEGA","2150-264 GOLEGA"
"2247","-","-"
"2248","S. MIGUEL RIO TORTO","2200 ABRANTES"
"2249","MOCARRIA","2000 SANTAREM"
"2251","CARREGUEIRA","2140 CHAMUSCA"
"2252","ALPIARCA","2090 ALPIARCA"
"2253","ALMEIRIM","2080 ALMEIRIM"
"2254","ALMEIRIM","2080 ALMEIRIM"
"2255","ALMEIRIM","2080 ALMEIRIM"
"2256","ALPIARCA","2090 ALPIARCA"
"2257","LAMAROSA","2100 CORUCHE"
"2258","ALMEIRIM","2080 ALMEIRIM"
"2259","ALMEIRIM","2080 ALMEIRIM"
"2260","AZEITADA","2080 ALMEIRIM"
"2261","ALPIARCA","2090 ALPIARCA"
"2262","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"2263","LISBOA","1100 LISBOA"
"2264","ALPIARCA","2090 ALPIARCA"
"2265","ALMEIRIM","2080 ALMEIRIM"
"2266","FOROS DE BENFICA","2080-400 BENFICA DO RIBATEJO"
"2267","PACO DOS NEGROS","2080 ALMEIRIM"
"2268","RIO DE MOINHOS","2200-790 ABT"
"2269","FAZENDAS DE ALMEIRIM","2080 ALMEIRIM"
"2270","MOURAO","7240 MOURAO"
"2271","ALMEIRIM","2080 ALMEIRIM"
"2272","CARCAVELOS","2775 CARCAVELOS"
"2273","CASAIS DAS COMEIRAS","2050 AVEIRAS DE CIMA"
"2274","ALPIARCA","2090 ALPIARCA"
"2275","ALPIARCA","2090 ALPIARCA"
"2276","ACHETE","2000 SANTAREM"
"2277","FOROS DE SALVATERRA","2120-216 FOROS DE SALVATERRA"
"2278","BAIRRO DA AREIA","2100 CORUCHE"
"2279","7200-041 S.VIC.PIGEIRO","-"
"2280","ALMEIRIM","2080 ALMEIRIM"
"2281","VALE DE CAVALOS","2140 CHAMUSCA"
"2282","PACO DOS NEGROS","2080 ALMEIRIM"
"2283","ALPIARCA","2090 ALPIARCA"
"2284","BENFICA DO RIBATEJO","2080 BENFICA DO RIBATEJO"
"2285","JARDIM DE BAIXO","2000 SANTAREM"
"2286","VILA CHA DE OURIQUE","2070  VILA CHA DE OURIQUE"
