"122730","FORTAN  5 KG","5","KG"
"123047","BANZE RASTEJANTES  400 ML","400","ML"
"123320","HERBOFITAL COMBI 20 LT","20","LT"
"124251","DOURO  70 ML","70","ML"
"124261","CUPRITAL  500 GR","500","GR"
"127112","MAGIC  5 LT","5","LT"
"170024","ESPANTA PASSAROS GUARDIAN - 2",NULL,NULL
"180201","FITA REGA PASTILHA 8ML 30X30-2500MT","8","ML"
"202017","AD. AMICOTE CV 44 (0-20-17)  25 KG","25","KG"
"208353","AD. PROFERTIL  5 LT","5","LT"
"208633","AD. TECNIFOL BORO  5 LT","5","LT"
"208643","AD. TECNIFOL BORO  20 LT","20","LT"
"208873","AD. TECNIFOL MAGNESIO  5 LT","5","LT"
"208874","AD. TECNIFOL MOLIBDENIO  20 LT","20","LT"
"211125","AD. 111 10-10-10  25 KG","25","KG"
"211480","AD. EASY START 11-48-0  10 KG","10","KG"
"215350","AD. AMICOTE CV 60 15-35-0+0,5% 25KG","25","KG"
"215520","AD. NITROFOSKA PERFECT 15-5-20 25 K",NULL,NULL
"220510","AD. NITROFOSKA SUPER 20-5-10+3 25KG","25","KG"
"220710","AD. DURAMON 20-7-10+2MGO 50 KG","50","KG"
"220810","AD. NERGETIC 20-8-10  25 KG","25","KG"
"230301","AD. TECNIFOL BRIX 3.0.30  5L","5","L"
"261220","AD. FERTICAMPO 6-12-20  25 KG","25","KG"
"310012","MELAO HYB. SANCHO 1000S",NULL,NULL
"310041","CENOURA MAESTRO  500.000 SEM.",NULL,NULL
"310084","MELANCIA AUGUSTA F1  1000 SEM",NULL,NULL
"310086","MELANCIA SUNSWEET F1",NULL,NULL
"310111","AZEVEM ANUAL FARAONE  25 KG","25","KG"
"310640","MILHO HIB. P0640 SONIDO  50MK",NULL,"UN"
"310706","NABO GRELEIRO S COSME LEG.  KG",NULL,"UN"
"310709","NABO GRELEIRO SANTIAGO  KG",NULL,"KG"
"310725","MILHO HIB. P0725 STD 50MK",NULL,"UN"
"310801","NABO RONDATO  100GR",NULL,"UN"
"310933","MILHO HIB. P0933 SONIDO 50MK",NULL,"UN"
"311100","CENOURA SOPRANO 1.6/1.8 100.000S",NULL,"UN"
"311108","CENOURA SOPRANO F1 1.5/1.6 500000S",NULL,"UN"
"311109","CENOURA SOPRANO F1 1.8/2 100.000S",NULL,"UN"
"311119","CENOURA SOPRANO F1 1.8/2 500.000S",NULL,"UN"
"311216","SORGO PR877F NICOL  25 KG",NULL,"UN"
"311313","ARROZ TETI R2  500 KG",NULL,"UN"
"311517","MILHO HIB. P1517W SONIDO 50MK",NULL,"UN"
"311524","MILHO HIB. P1524 SONIDO  50MK",NULL,"UN"
"311535","MILHO HIB. P1535 SONIDO  50MK",NULL,"UN"
"311560","BATATA BARTINA 35/55  25 KG HZPC",NULL,"UN"
"311570","MILHO HIB. P1570 SONIDO 50MK",NULL,"UN"
"311574","MILHO HIB. P1574 SONIDO  50MK",NULL,"UN"
"311758","MILHO HIB. P1758Y SONIDO (OGM) 50MK",NULL,"UN"
"311820","CENOURA EXELSO F1 1.8/2  500.000 S",NULL,"UN"
"311821","CENOURA EXELSO F1 2/2.2  500.000 S",NULL,"UN"
"311849","SORGO HIB. PR849F  25 KG",NULL,"UN"
"312332","BATATA PICASSO 35/55-25KG (AGRICO)",NULL,"UN"
"312560","BATATA DESIREE 35/55  25 KG  HZPC",NULL,"UN"
"312564","BATATA RED SCARLET 35-55 25KG HZPC",NULL,"UN"
"312565","BATATA MONALISA 35-50 25KG (HZPC)",NULL,"UN"
"312566","BATATA VIVALDI 35/55  25 KG (HZPC)",NULL,"UN"
"312568","BATATA KONDOR 35/55  10 KG",NULL,"UN"
"312569","TREMOCILHA RISCADA MISTER  25 KG",NULL,"KG"
"312570","SERRADELA VULGAR  EMENA 25 KG",NULL,"UN"
"312572","BATATA RED LADY 35/55 ALEM 25KG",NULL,"UN"
"312573","BATATA RED LADY 35/55 ALEM 12.5 KG","5","KG"
"312575","TREMOCILHA NACIONAL  KG",NULL,"KG"
"313100","ERVILHACA FILON  40 KG",NULL,"UN"
"313101","ERVILHACA AITANA R2 40 KG",NULL,"UN"
"313390","MILHO HIB. DKC3390  50M",NULL,"UN"
"313427","MILHO HIB. PR34A27 SONIDO (OGM)50MK",NULL,"UN"
"313439","MILHO HIB. PR34B39 SONIDO  50MK",NULL,"UN"
"313551","BATATA ASTERIX 35/55  25 KG HZPC",NULL,"UN"
"313924","MILHO HIB. PR39K24 LAMBADA  25MK",NULL,"UN"
"314003","MILHO HIB. LG 33.21 50MGV",NULL,"UN"
"314005","MILHO HIB. LG 30.597 50MGV  PONCHO",NULL,"UN"
"314121","GIRASSOL SY TUTTI 150000S",NULL,"UN"
"314124","GIRASSOL OLEKO D150M",NULL,"UN"
"314125","GIRASSOL DKF 2727 D150",NULL,"UN"
"314608","MILHO HIB. DKC4608  50M",NULL,"UN"
"315031","MILHO HIB. DKC5031  50M",NULL,"UN"
"315190","MILHO HIB. DKC5190 STD  50 M",NULL,"UN"
"315401","MILHO HIB. DKC5401 STD  50 M",NULL,"UN"
"315569","BATATA AGRIA 35/55  25 KG AGRICO",NULL,"UN"
"315572","BATATA PICASSO 35/55 10 KG",NULL,"UN"
"315573","BATATA MANITOU 35/55 25 KG AGRICO",NULL,"UN"
"315578","BATATA ARRAN-BANNER 45/60  25 KG",NULL,"UN"
"315598","BATATA AGRIA 35/55  10 KG EUROPLT.",NULL,"UN"
"315599","BATATA AGRIA 35/55  25 KG EUROPLT.",NULL,"UN"
"315632","MILHO HIB. DKC5632 STD  50 M",NULL,"UN"
"315651","TRITICALE FRONTEIRA 40 KG",NULL,"UN"
"315666","TRITICALE BONDADOSO R2 40 KG",NULL,"UN"
"315669","BATATA LAURA 35/55 25KG-EUROPLT.",NULL,"UN"
"315670","BATATA LAURA 35/55 10KG-EUROPLT.",NULL,"UN"
"315671","BATATA RED FANTASY 25KG-EUROPLT.",NULL,"UN"
"315678","BATATA SHANNON 28/45/60  25 KG  IPM",NULL,"UN"
"315679","BATATA BELLAROSA 35/55  25 KG",NULL,"UN"
"315682","CEVADA PEWTER R2  40 KG",NULL,"UN"
"315683","CEVADA KETOS R2 40 KG.",NULL,"UN"
"315741","MILHO HIB. DKC5741  50M",NULL,"UN"
"315756","LUZERNA SERIVER 25 KG",NULL,"UN"
"315758","LUZERNA ALTIVA  25 KG",NULL,"UN"
"316031","MILHO HIB. DKC6031 STD 50 MK",NULL,"UN"
"316040","MILHO HIB. DKC6040 STD 50 MK",NULL,"UN"
"316630","MILHO HIB. DKC6630 50 M",NULL,"UN"
"319031","MISTURA AVEX I  40 KG",NULL,"UN"
"319032","MISTURA AVEX II 40KG",NULL,"UN"
"319033","MISTURA AVEX III 40KG",NULL,"UN"
"319038","MISTURA REVFLORESTA LEG 5  19 KG",NULL,"UN"
"319119","SEMENTE PANASCO DACTINA  10 KG",NULL,"UN"
"319132","SEMENTE PRADO FERTIREG I",NULL,"UN"
"319135","SEMENTE PRADO SPEEDMIX AREIAS 35 KG",NULL,"UN"
"319136","MISTURA SEQ.ANUAL SULFENO 1  35 KG",NULL,"UN"
"319138","SEMENTE PRADO EXT.CHARNECA 550",NULL,"UN"
"319139","SEMENTE PRADO EXT.AC 500  25 KG",NULL,"UN"
"319141","SEMENTE PRADO EXT. MIX VALE 650",NULL,"UN"
"319156","SEMENTE PRADO FERTIFENO AC 35 KG",NULL,"UN"
"319157","SEMENTE PRADO FERTIFENO AR 35 KG",NULL,"UN"
"319158","SEMENTE PRADO FERTIREG III",NULL,"UN"
"319168","TRITICALE ALTER (NACIONAL)  40 KG",NULL,"UN"
"319211","MELANCIA AZABACHE F1  1000 S",NULL,"UN"
"319231","MELANCIA ROMERIA F1 1000 SEM",NULL,"UN"
"319232","MISTURA AVEX PASTOREIO-DOSE",NULL,"UN"
"319234","MISTURA SPEEDMIX ROT 30KG",NULL,"UN"
"319239","MISTURA FITOMIX TURBO PROT  25 KG",NULL,"UN"
