"113C15","Car_Des","12/06/2015",NULL,NULL,"07193"
"113E15","Encomendas","13/01/2015","1","UN","01624"
"113Q15","Car_Des","14/01/2015",NULL,NULL,"06286"
"1140E15","Encomendas","20/03/2015","288","UN","06560"
"1140Q15","Car_Des","04/04/2015",NULL,NULL,"06699"
"1141E15","Car_Des","20/03/2015",NULL,NULL,"06127"
"1141Q15","Car_Des","04/04/2015",NULL,NULL,"02344"
"1142C15","Encomendas","04/03/2015","42","UN","06339"
"1142C15-414","Encomendas","04/03/2015","42","UN","06339"
"1142C15-415","Encomendas","04/03/2015","42","UN","06339"
"1142E15","Encomendas","20/03/2015","20","UN","02707"
"1142E15-417","Encomendas","20/03/2015","40","UN","02707"
"1142E15-418","Encomendas","20/03/2015","24","UN","02707"
"1142E15-419","Encomendas","20/03/2015","25","UN","02707"
"1142Q15","Car_Des","04/04/2015",NULL,NULL,"04650"
"1143C15","Encomendas","04/03/2015","50","UN","00243"
"1143E15","Car_Des","20/03/2015",NULL,NULL,"02793"
"1143Q15","Car_Des","04/04/2015",NULL,NULL,"06699"
"1144E15","Car_Des","20/03/2015",NULL,NULL,"02844"
"1145C15","Encomendas","04/03/2015","10","UN","06783"
"1145E15","Car_Des","20/03/2015",NULL,NULL,"04437"
"1145Q15","Car_Des","04/04/2015",NULL,NULL,"06655"
"1146Q15","Car_Des","04/04/2015",NULL,NULL,"06655"
"1147C15","Encomendas","04/03/2015","8","UN","07193"
"1149E15","Encomendas","21/03/2015","3","UN","07777"
"1149E15-431","Encomendas","21/03/2015","3","UN","07777"
"114C15","Encomendas","09/01/2015","134","UN","01563"
"114C15-433","Car_Des","12/06/2015",NULL,NULL,"06605"
"114E15","Encomendas","13/01/2015","5","UN","01626"
"114E15-435","Car_Des","15/06/2015",NULL,NULL,"04800"
"114E15-436","Car_Des","13/01/2015",NULL,NULL,"01626"
"114Q15","Car_Des","14/01/2015",NULL,NULL,"08667"
"1151C15","Encomendas","04/03/2015","9","UN","06839"
"1151Q15","Car_Des","06/04/2015",NULL,NULL,"00266"
"1152E15","Car_Des","21/03/2015",NULL,NULL,"06218"
"1153E15","Encomendas","21/03/2015","1","UN","07807"
"1154C15","Encomendas","04/03/2015","8","UN","03742"
"1154Q15","Car_Des","06/04/2015",NULL,NULL,"04176"
"1155C15","Encomendas","04/03/2015","2","UN","02838"
"1155E15","Encomendas","21/03/2015","200","UN","06604"
