"693E15","05025-P.DIV"
"6148C15","020030B"
"6148C15","02SMG500"
"6148C15","22020"
"6353E15","6697"
"6353E15","04I1212"
"6353E15","91705"
"6148C15","02NAM25"
"6353E15","12042"
"6338E15","12176"
"6338E15","07024-INS"
"6331E15","07024-INS"
"6331E15","04PD1012"
"6329E15","AS1300"
"6329E15","AS9500"
"6851E15","12176"
"6851E15","04H2307"
"6851E15","66341"
"6346E15","1222"
"6339E15","12176"
"6339E15","121035"
"6339E15","04I2450"
"6339E15","6606"
"6339E15","12070"
"6339E15","2262"
"6348E15","1222"
"6150C15","02NCR25"
"6414E15","12072"
"6349E15","1222"
"6153C15","02S32N"
"6151C15","024000B"
"6151C15","02U4640G"
"6556E15","08I211"
"6354E15","04I2454"
"6354E15","07014-INS"
"6354E15","12038"
"6355E15","12005"
"6355E15","122593"
"6355E15","1255"
"6392E15","1226"
"6164C15","AS2003"
"6362E15","12005"
"6394E15","04I2450"
"6394E15","6606"
"6376E15","1204120"
"6376E15","661103"
"6376E15","04H2307"
"6376E15","1226"
"6376E15","6697"
"6376E15","050681-FUNG"
"6376E15","66341"
"6376E15","6634"
"6376E15","12073"
"6376E15","05019-HERB"
"6376E15","12135"
"6380E15","662020"
"6380E15","1222"
"6380E15","07161-HERB"
"6380E15","04I1105"
"6162C15","AS2000"
"6379E15","12120"
"6378E15","04H2307"
"6377E15","04I2450"
"6377E15","12073"
"6377E15","09I1313"
"6377E15","1254"
"6377E15","12425"
"6377E15","12291"
"6377E15","663010"
"6377E15","04H3312"
"6393E15","121432"
"6393E15","121431"
"6166C15","02AF32"
"6166C15","02FMA25"
"6350C15","02TNM"
"6350C15","02S32N"
"6326C15","02TNM"
"6403E15","91708"
"6171C15","2000"
"6358C15","2000"
"6405E15","07015-INS"
"6405E15","04F1514"
"6170C15","661290"
"6404E15","661290"
"6404E15","91708"
"6419E15","12036"
"6419E15","04H3309"
"6176C15","02NT01230B6"
"6176C15","0225150B"
"6848E15","12003"
"6495E15","07015-INS"
"6495E15","6606"
"6431E15","07016-INS"
"6437E15","6653"
"6437E15","12012"
"6437E15","05118-FUNG"
"6437E15","12324"
"6192C15","02AF32"
"6192C15","02AN27"
"6833C15","02AN27"
"6177C15","66614"
"6563E15","662020"
"6325C15","20012"
"6363C15","02S32N"
"6415C15","021266N"
"6417C15","02S32NADP"
"6435C15","02S30NZN"
"6459E15","07015-INS"
"6496E15","07002-INS"
"6257C15","024000B"
"6526E15","1254"
"6526E15","12539"
"6526E15","121432"
"6425C15","02S32NADP"
"6461E15","662020"
"6197C15","02SP251"
"6197C15","02NP25"
"6344C15","02NT27B6"
"6344C15","02NT27"
"6646E15","08I211"
"6457E15","04H2307"
"6324C15","02S32N"
"6214C15","66614"
"6516C15","02S32NADP"
"6845E15","08I211"
"6323C15","02TH2B"
"6525E15","122101"
"6476E15","05069-INS"
"6476E15","2262"
"6501E15","09HERB4"
"6762E15","07050-HERB"
"6762E15","07024-INS"
"6762E15","66341"
"6216C15","02SAG50K"
"6216C15","215520"
"6477E15","04I1209"
"6476E15","05069-FUNG"
"6478E15","662020"
"6478E15","050681-FUNG"
"6478E15","122730"
"6479E15","06004-HERB"
"6479E15","06002-HERB"
"6479E15","04I1104"
"6207C15","02S181818"
"6551E15","66332"
"7056E15","66332"
"6646E15","08I212"
"6522C15","66614"
"6631E15","122103"
"6631E15","1222"
"6522E15","61601"
"6522E15","61600"
"6228C15","02NP25"
"6505E15","050681-FUNG"
"6507E15","050681-FUNG"
"6218C15","31427"
"6218C15","31082N"
"6554E15","12224"
"6554E15","05142-HERB"
"6511E15","04F1503"
"6511E15","05065-FUNG"
"6511E15","91701"
"6511E15","66460"
"6693E15","1241"
"6693E15","1254"
"6693E15","66341"
"6431C15","02TNG2"
"6395C15","02SAGB500"
"6409C15","02SAGB500"
"6409C15","02SAG50K"
"6239C15","02FMA25"
"6562E15","04I2450"
"6562E15","12176"
"6562E15","1241"
"6302C15","02FMA25"
"6561E15","04I2450"
"6561E15","12176"
"6544E15","32101"
"6357C15","22034"
"6357C15","026312ADP"
"6656E15","662020"
"6566E15","1222"
"6565E15","1222"
"6564E15","1222"
"6713E15","03041-HERB"
"6714E15","03041-HERB"
"6539E15","07002-INS"
"6251C15","02U4620"
"6348C15","02S32NZN"
"6288C15","AS2003"
"6288C15","AS2002"
"6552E15","12225"
"6297C15","02U4640G"
"6297C15","2151515500"
"6659E15","12073"
"6599E15","05075-FUNG"
"6278C15","AS2800"
"6278C15","AS1300"
"6599E15","AS2400"
"6599E15","06A1002"
"6599E15","12028"
"6743E15","05142-HERB"
"6937E15","07016-INS"
"6937E15","66420"
"6883E15","07016-INS"
"6884E15","07016-INS"
"6675E15","07016-INS"
"6675E15","04I1202"
"6419C15","02S32NADP"
"6420C15","02S32NADP"
"6660E15","64457"
"6660E15","61600"
"6262C15","2101"
"6261C15","2101"
"6280C15","02S32NADP"
"6630E15","07002-INS"
"6593E15","661289"
"6548C15","6725"
"6622E15","AS2003"
"6610E15","06032-FUNG"
"6596E15","665253"
"6596E15","12540"
"6596E15","121031"
"6597E15","665253"
"6597E15","12540"
"6597E15","121031"
"6595E15","6606"
"6590E15","08I211"
"6590E15","08I212"
"6594E15","04I2452"
"6594E15","04F1503"
"6598E15","122113"
"6275C15","311108"
"6275C15","02U46BG"
"6276C15","02SMID500"
"6688E15","04I2452"
"6364C15","66254"
"6364C15","02SM25"
"6475C15","02S32N"
"6587E15","09I1202"
"6587E15","09I1201"
"6587E15","03040-HERB"
"6391C15","02TD244B6"
"6391C15","020040B"
"6312C15","48100196"
"6592E15","08050-FUNG"
"6608E15","12225"
"6608E15","644564"
"6602E15","05071-FUNG"
"6691E15","12225"
"7057E15","66332"
"6321C15","02NAM25"
"6321C15","02NP25"
"6432C15","02TNM"
"6620E15","12073"
"6648E15","66341"
"6618E15","05069-INS"
"6618E15","08F2102"
"6651E15","12176"
"6626E15","1254"
"6626E15","12176"
"6626E15","04H2307"
"6626E15","6606"
"6340C15","02SP251"
"6339C15","02S181818"
"6339C15","02S134013"
"6642E15","12073"
"6643E15","661289"
"6644E15","661289"
"6644E15","12073"
"6644E15","12012"
"6652E15","05071-FUNG"
"6330C15","02NIT5"
"6330C15","02NT2725"
"6330C15","02NT27425"
"6330C15","2.122E+28"
"6330C15","3191234"
"6765E15","12176"
"6765E15","1254"
"6765E15","66361"
"6765E15","66341"
"6765E15","04H2307"
"6766E15","1254"
"6766E15","66361"
"7145E15","66361"
"7047E15","12003"
"6741E15","04I2450"
"6766E15","663013"
"6654E15","07024-INS"
"7058E15","66332"
"6661E15","03008-FUNG"
"6332C15","02NP25"
"6332C15","02AN27"
"6332C15","02MKP25"
"6332C15","02NCR25"
"6682E15","04I2450"
"6682E15","66341"
"6342C15","0226B500"
"6342C15","02121217NBB"
"6342C15","02S181818"
"6342C15","02NCR25"
"6667E15","1222"
"6341C15","02NP25"
"6389C15","02NAM25"
"6389C15","02NP25"
"6683E15","12541"
"6365C15","02NP25"
"6746E15","04I2450"
"6744E15","04I2450"
"6680E15","91708"
"6384C15","12430E"
"6802E15","66341"
"6802E15","120541"
"6802E15","66016"
"6753E15","121014"
"6753E15","04I2450"
"6694E15","12073"
"6515C15","26312"
"6550C15","22044"
"6596C15","22044"
"6612C15","22044"
"6611C15","21246"
"6627C15","02S32NADP"
"6407C15","02NT2725"
"6617C15","02S32NADP"
"6546C15","24412"
"6917E15","66341"
"6805E15","120541"
"6805E15","66016"
"6726E15","1222"
"6372C15","02NP25"
"6372C15","1271240"
"6726E15","1004"
"6616C15","02S32NADP"
"6740E15","04I2450"
"6765E15","04I2450"
"6380C15","02AF32"
"6533C15","02AF32"
"6806E15","122215"
"6806E15","66341"
"6806E15","1254"
"6766E15","04I2450"
"6811E15","04I2450"
"6812E15","04I2450"
"6832E15","04I2450"
"6512C15","02S32N"
"6511C15","02S32N"
"6836E15","1254"
"6836E15","66341"
"6735E15","120045"
"6734E15","08054-FUNG"
"6734E15","66551"
"6549C15","6725"
"6809E15","12712"
"6739E15","12073"
"6513C15","02TNG2"
"6489C15","AS2015"
"6796E15","04F1503"
"6795E15","08044-FUNG"
"6919E15","08044-FUNG"
"6385C15","02NP25"
"6385C15","02U4640G"
"6385C15","02SA25G"
"6385C15","212121725"
"6385C15","02NCR25"
"6637C15","48TESP801"
"6838E15","10079-P.DIV"
"6829E15","04I2450"
"6829E15","09I1203"
"6810C15","24412"
"6839E15","04I2450"
"6839E15","03041-HERB"
"6769E15","12105"
"6769E15","04I2450"
"6769E15","05111-FUNG"
"6769E15","AS2400"
"6769E15","661289"
"6618C15","02S32NADP"
"6461C15","02018ZN"
"6625C15","02S32NADP"
"6767E15","66341"
"6767E15","05069-INS"
"6767E15","04I2453"
"6393C15","02AF32"
"6767E15","66227"
"6767E15","66228"
"6837E15","12225"
"6835E15","04I2450"
"6847E15","04I2450"
"6440C15","44PULV04"
"6862E15","07069-HERB"
"6411C15","02AF32"
"6857E15","05021-HERB"
"6552C15","02MGS25"
"7061E15","12042"
"6402C15","02NAM25"
"6463C15","02R31B"
"6619C15","02S32NADP"
"6443C15","02NP25"
"6820E15","121431"
"6820E15","03016-FUNG"
"6820E15","66341"
"6820E15","07024-INS"
"6966E15","08F2200"
"6820E15","08F2200"
"6808E15","661014"
"6936E15","07016-INS"
"6936E15","66420"
"6433C15","22214"
"6480C15","02NCR25"
"6480C15","02NP25"
"6480C15","02SP251"
"6480C15","02SM25"
"6480C15","12146"
"6480C15","66745"
"6665C15","02AN27"
"6870E15","04F1503"
"6505C15","66440"
"6412C15","66440"
"6881E15","04I2450"
"6861E15","1222"
"6427C15","02S32NADP"
"6809C15","0200145K"
"6595C15","24412"
"6614C15","02S32NZN"
"6656C15","02S32NZN"
"6873E15","121432"
"6468C15","02NT274B600"
"6437C15","66440"
"6852E15","03008-FUNG"
"6449C15","02NP25"
"6888E15","1254"
"6889E15","1254"
"6456C15","02SAG50K"
"6456C15","215520"
"6508C15","02SP251"
"6863E15","05005-FUNG"
"6863E15","05003-FUNG"
"6474C15","02SAGB500"
"6869E15","05069-INS"
"6868E15","661289"
"6621C15","02S32NADP"
"6448C15","AS2003"
"6531C15","02S32NZN"
"6867E15","050681-FUNG"
"6867E15","66341"
"6872E15","07161-HERB"
"6872E15","07050-HERB"
"6872E15","120350"
"6455C15","02GE5815B"
"6483C15","0261220B"
"6483C15","315031S"
"6551C15","02U46BG"
"6469C15","AS2003"
"6477C15","02NAM25"
"6940E15","12006"
"6982E15","1200046"
"6507C15","66254"
"6490C15","12430E"
"6479C15","2003025"
"6479C15","22625"
"6481C15","02NT2725"
"6481C15","02SA25G"
"6622C15","02S32NADP"
"7062E15","662614"
"6969E15","05003-FUNG"
"7059E15","05003-FUNG"
"6969E15","04I2450"
"6506C15","663009"
"6492C15","02SA5"
"6492C15","02U4620"
"6623C15","02S32NADP"
"7997E15","1254"
"6967E15","04I1212"
"6626C15","02S32NADP"
"6954E15","661122"
"6983E15","08I212"
"6984E15","04F2509"
"6984E15","122215"
"7060E15","05069-INS"
"7054E15","122112"
"7054E15","05111-FUNG"
"6956E15","07161-HERB"
"6497C15","02NP25"
"6497C15","02S134013"
"6498C15","2000"
"6973E15","662020"
"6973E15","120045"
"6972E15","122112"
"6972E15","661103"
"6972E15","08053-FUNG"
"6972E15","12070"
"6962E15","917031"
"6979E15","07014-INS"
"6979E15","12128"
"6980E15","121432"
"6980E15","08054-FUNG"
"6534C15","66614"
"6981E15","66B1002"
"6981E15","02AF32"
"6578C15","02018ZN"
"6578C15","024000B"
"7046E15","05020-HERB"
"6564C15","02CP25"
"6520C15","6658"
"6561C15","02AF32"
"6527C15","02S18B"
"6527C15","02SAGY500"
"6527C15","01AGM600"
"7150E15","04I2452"
"7150E15","1254"
"7020E15","120350"
"7020E15","12541"
"7020E15","12073"
"7020E15","12711"
"7020E15","12120"
"6530C15","02121217NBB"
"7025E15","66341"
"7025E15","04I2450"
"7025E15","12073"
"6543C15","2010225"
"6543C15","22020"
"6543C15","02S32NADP"
"7053E15","05071-FUNG"
"7053E15","122112"
"6542C15","2010225"
"6542C15","22020"
"6542C15","02S32NADP"
"7038E15","05071-FUNG"
"7038E15","122112"
"7030E15","66341"
"7030E15","12073"
"6560C15","02SAGB500"
"7050E15","05067-FUNG"
"7050E15","07016-INS"
"7050E15","07024-INS"
"7068E15","12073"
"7068E15","12005"
"7048E15","12224"
"7048E15","05142-HERB"
"7048E15","07002-INS"
"6751C15","02TH2"
"6704C15","02S32NADP"
"6705C15","02S32NADP"
"6569C15","66254"
"7087E15","122215"
"7087E15","1254"
"7087E15","66341"
"7087E15","6636"
"7076E15","1222"
"6707C15","02S32NADP"
"6563C15","AS2003"
"7126E15","91708"
"6586C15","02NP25"
"7162E15","04F1801"
"7144E15","1254"
"7144E15","04F1503"
"7144E15","12176"
"6591C15","66614"
"6680C15","24412"
"6575C15","01ECO"
"6600C15","02NT27B6"
"6576C15","02S181818"
"6576C15","02NCR25"
"6576C15","12046"
"6576C15","AS2003"
"7128E15","1254"
"7128E15","04I2450"
"6587C15","311108"
"6587C15","311100"
"6587C15","20102"
"7137E15","122113"
"7146E15","1254"
"7157E15","122103"
"7157E15","120541"
"7157E15","1254"
"7157E15","12176"
"7157E15","66341"
"7145E15","6636"
"7584E15","6636"
"6580C15","02SAG50K"
"7152E15","05003-FUNG"
"7152E15","08F2115"
"7116E15","09F2704"
"6592C15","02AF32"
"6601C15","66420"
"6601C15","4800012"
"7135E15","91708"
"7135E15","04PD1012"
"7135E15","09F2003"
"6588C15","02U46BG"
"7141E15","12538"
"7141E15","121431"
"7154E15","12073"
"7163E15","66B1034"
"7163E15","66B1028"
"7163E15","66B10112"
"7163E15","66B1019"
"6605C15","02NCR25"
"6605C15","02NP25"
"7161E15","12072"
"7161E15","03088-INS"
"6667C15","02NCB25"
"6667C15","02SM25"
"7166E15","1222"
"7155E15","04I1209"
"7155E15","120331"
"7155E15","04F1002"
"7155E15","04F3102"
"7155E15","07022-INS"
"6729C15","02S32NADP"
"6729C15","66614"
"6729C15","02S181818"
"6729C15","02NCR25"
"6729C15","02NP25"
"6729C15","02AF32"
"7557E15","03041-HERB"
"6748C15","22044"
"6747C15","22044"
"6749C15","22044"
"6744C15","02S30NZN"
"7355E15","02SMN25"
"7188E15","09I1204"
"7188E15","12127"
"7188E15","12128"
"7188E15","07160-HERB"
"7188E15","121012"
"7188E15","04I2454"
"7188E15","08AC25"
"6746C15","02TNG2"
"7187E15","66B1014"
"6640C15","66VAP1000"
"6640C15","0261220B"
"7186E15","05073-INS"
"7264E15","AS2003"
"7264E15","66253"
"7264E15","12176"
"7264E15","1254"
"6716C15","02S134013"
"7335E15","05000-FUNG"
"7335E15","12120"
"7335E15","12042"
"6639C15","02NT27425"
"6639C15","02SA5"
"6639C15","02NIT5"
"7237E15","04I1202"
"7237E15","09I1213"
"6638C15","02NP25"
"7222E15","64463"
"7240E15","07024-INS"
"7287E15","AS1300"
"6651C15","024000B"
"7274E15","12036"
"6657C15","02NC25"
"7274E15","03001-INS"
"6657C15","663010"
"6650C15","66VAP1000"
"6650C15","02U46BG"
"6659C15","02A61020"
"7272E15","07013-INS"
"6659C15","24131"
"6655C15","AS2003"
"7577E15","04I2450"
"6688C15","02018ZN"
"7429E15","1222"
"7429E15","1241"
"7429E15","12073"
"7429E15","66341"
"6670C15","02NIT5"
"6670C15","02NT2725"
"6670C15","2.122E+28"
"6670C15","3191234"
"6670C15","21212175"
"7265E15","05141-HERB"
"7265E15","05142-HERB"
"7265E15","03088-INS"
"6664C15","02P105410"
"6664C15","02S32NADP"
"6672C15","02NT2725"
"6672C15","02SA25G"
"7292E15","91708"
"7292E15","91706"
"7292E15","07024-INS"
"7293E15","04F1503"
"7293E15","07024-INS"
"7293E15","12073"
"7293E15","1254"
"7293E15","121431"
"7293E15","661289"
"7299E15","04I1104"
"7299E15","04F1001"
"7299E15","05241-HERB"
"6692C15","211125"
"6694C15","02F2225"
"6694C15","02SMGE25"
"7311E15","1004"
"6695C15","02A61020B6"
"6695C15","01ORGB"
"7344E15","6697"
"7342E15","04H2415"
"7341E15","05111-FUNG"
"6727C15","02S32NADP"
"6714C15","02S32ND"
"6715C15","02S32ND"
"6706C15","0282424B6"
"6720C15","02SP25"
"6720C15","02NP25"
"6731C15","02U46BG"
"6737C15","02U46BG"
"6739C15","02S32NADP"
"6756C15","66460"
"7370E15","12176"
"7370E15","6606"
"7370E15","66341"
"7370E15","1254"
"6733C15","66614"
"6734C15","66614"
"6738C15","66614"
"6776C15","02NT27"
"6776C15","02NT2725"
"6776C15","02NIT5"
"6776C15","21115"
"6776C15","02SA5"
"6776C15","02U4640G"
"6776C15","02NT27425"
"7365E15","1222"
"6742C15","0215520B6"
"6742C15","215520"
"6742C15","814011"
"7382E15","04I2450"
"7382E15","1004"
"6745C15","31080"
"7383E15","662020"
"7383E15","127112"
"7383E15","12073"
"7383E15","120045"
"7383E15","12291"
"7383E15","121031"
"6798C15","02T46B"
"6838C15","02T46B"
"6796C15","220101025"
"6796C15","24131"
"7592E15","12037"
"7592E15","12004"
"7592E15","07084-INS"
"7424E15","120350"
"7425E15","09I1203"
"7425E15","12005"
"6762C15","AS2003"
"7616E15","050062-INS"
"7616E15","04I2450"
"6952C15","6657"
"6952C15","6691"
"6764C15","02SMID500"
"7403E15","6606"
"7427E15","05069-FUNG"
"6870C15","02NITCAL"
"6870C15","21086"
"6806C15","310706"
"6783C15","02AF32"
"6783C15","02FMA25"
"6783C15","02NAM25"
"6783C15","02NP25"
"6783C15","661409"
"6854C15","661409"
"6767C15","1271240"
"6767C15","66460"
"7408E15","05068-FUNG"
"7408E15","64463"
"6766C15","02U4620"
"6766C15","02NCR25"
"7430E15","1222"
"7426E15","07024-INS"
"7426E15","05106-FUNG"
"7426E15","03016-FUNG"
"7426E15","66341"
"7426E15","05109-FUNG"
"7426E15","661120"
"7426E15","122215"
"7432E15","04F1104"
"7432E15","AS1300"
"7428E15","12541"
"7428E15","04F1514"
"7428E15","04I2450"
"6782C15","2001"
"6782C15","66614"
"7584E15","122215"
"7582E15","1254"
"7584E15","1254"
"7584E15","66341"
"7585E15","6636"
"7453E15","66253"
"6793C15","6667"
"7450E15","07024-INS"
"1628A15","18311"
"7461E15","1222"
"6795C15","02NP25"
"7445E15","09F1903"
"7447E15","05069-INS"
"7447E15","04I1212"
"6871C15","02SP25"
"7637E15","12216"
"7637E15","07074-HERB"
"7637E15","120340"
"7601E15","1222"
"6820C15","48100196"
"7505E15","12426"
"7505E15","644561"
"7520E15","12034"
"7520E15","12035"
"7520E15","08054-FUNG"
"6892C15","02S32N"
"7683E15","04F1801"
"7613E15","12007"
"7613E15","644564"
"6849C15","02S32ND"
"7606E15","6697"
"6850C15","02S32ND"
"7605E15","6697"
"7518E15","12004"
"7517E15","12005"
"7516E15","04I2450"
"7516E15","12411"
"6931C15","28412"
"7521E15","661289"
"6821C15","02NC25"
"6821C15","01AGM600"
"7519E15","644564"
"7519E15","05152-HERB"
"6822C15","01ORGB650"
"6822C15","20102"
"6848C15","2251525"
"6841C15","66614"
"7814E15","1254"
"7538E15","12502"
"7534E15","121014"
"7534E15","664634"
"7534E15","1222"
"7534E15","122101"
"6825C15","02NP25"
"7537E15","12176"
"7537E15","121432"
"7537E15","664635"
"7537E15","1254"
"7537E15","12120"
"7615E15","661289"
"7676E15","04H1013"
"7565E15","04H2410"
"7565E15","04H2411"
"7560E15","32101"
"6880C15","22214"
"7603E15","66253"
"7644E15","121432"
"6846C15","02KSC"
"6896C15","02SA5"
"6896C15","02NIT5"
"7685E15","3211159"
"7685E15","3211408"
"7685E15","3211407"
"7685E15","321155"
"6896C15","02U4640G"
"6862C15","66VAP1000"
"6861C15","66VAP1000"
"7780E15","66253"
"6860C15","02NCB25"
"6954C15","28280"
"6955C15","28280"
"7628E15","12005"
"6904C15","AS2000"
"6962C15","02NIT30"
"7627E15","12128"
"7627E15","12034"
"7627E15","04I1105"
"7627E15","04H2410"
"7627E15","12007"
"7627E15","12004"
"7627E15","122592"
"7627E15","04PE1402"
"6881C15","32120"
"7661E15","12003"
"7661E15","12214"
"7661E15","66341"
"6902C15","02201010B"
"6903C15","220101025"
"6903C15","22625"
"6903C15","2003025"
"7663E15","121432"
"7813E15","122215"
"7813E15","04I2450"
"7664E15","1222"
"7664E15","122101"
"7664E15","12070"
"7768E15","03111-INS"
"7665E15","12073"
"7665E15","04I2450"
"7665E15","121014"
"7665E15","1222"
"7799E15","661289"
"7799E15","09PD5"
"6876C15","02U4620"
"6876C15","02AF32"
"6900C15","02S32NZN"
"7737E15","12426"
"7737E15","12120"
"6964C15","02TH2B"
"7673E15","06019-FUNG"
"7673E15","AS2400"
"7673E15","AS1300"
"7673E15","12127"
"7673E15","03041-HERB"
"6882C15","01ORGB650"
"7733E15","122113"
"7686E15","06A1002"
"6898C15","AS2000"
"6908C15","02TNMC"
"6908C15","120045"
"7741E15","05111-FUNG"
"7741E15","121014"
"7741E15","64452"
"7741E15","04F1503"
"7817E15","12176"
"7817E15","12073"
"7817E15","1254"
"7785E15","07024-INS"
"7817E15","07024-INS"
"6920C15","02NPG25"
"6920C15","02SAG50K"
"6906C15","2001"
"7742E15","1254"
"7742E15","09PD5"
"7742E15","662020"
"7742E15","121014"
"7742E15","12176"
"7742E15","12541"
"7742E15","12539"
"7740E15","07074-HERB"
"6930C15","28412"
"7713E15","66253"
"7713E15","05069-FUNG"
"6971C15","12042"
"7718E15","12502"
"7718E15","12424"
"7716E15","12120"
"7716E15","120350"
"7716E15","04H2307"
"7716E15","661103"
"7716E15","09F2003"
"7716E15","12128"
"7717E15","12105"
"7717E15","04I2452"
"7717E15","04I2453"
"7717E15","66341"
"7717E15","06A1002"
"6938C15","22020"
"6926C15","02SPS25"
"7782E15","12176"
"7783E15","07024-INS"
"7782E15","12073"
"6948C15","66614"
"7782E15","99T"
"7783E15","99T"
"7026C15","0218460B6"
"7026C15","99T"
"7792E15","661289"
"7770E15","07024-INS"
"7021C15","02TH5"
"7021C15","02S32N"
"7761E15","1222"
"7756E15","12176"
"7756E15","122101"
"7756E15","1254"
"6939C15","66VAP1000"
"7094C15","311119"
"7094C15","311109"
"7767E15","8019"
"7767E15","121432"
"7766E15","09HERB2"
"7766E15","66031"
"7766E15","91703"
"6958C15","66614"
"6970C15","66614"
"6953C15","02SAGY500"
"6995C15","AS2400"
"7839E15","122113"
"6976C15","02U46BG"
"6951C15","311119"
"7786E15","6653"
"6950C15","1271240"
"7814E15","12176"
"7814E15","07024-INS"
"7862E15","1254"
"7787E15","05142-HERB"
"7805E15","12005"
"6977C15","01ORGB"
"6977C15","01ORGB650"
"7801E15","09PD5"
"7801E15","1254"
"6978C15","66254"
"7824E15","1254"
"7824E15","661120"
"7825E15","AS2003"
"6978C15","66602"
"7825E15","120045"
"7048C15","02S32NZN"
"7119C15","02S32NADP"
"7005C15","02NT01230B6"
"7005C15","2003025"
"7864E15","07073-HERB"
"6996C15","4800012"
"7040C15","02S32ND"
"7042C15","02TNG2"
"7862E15","121014"
"7972E15","1254"
"7847E15","1004"
"6994C15","66614"
"7000C15","66614"
"7000C15","661418"
"7852E15","66B1014"
"7852E15","66B1022"
"7001C15","22020"
"7001C15","66614"
"7867E15","12712"
"7867E15","09I1203"
"7867E15","03041-HERB"
"6992C15","663009"
"6992C15","663010"
"6999C15","66614"
"7160C15","24412"
"7160C15","0200145K"
"7016C15","02S32ND"
"7065C15","02S32ND"
"7879E15","07024-INS"
"7879E15","06A1002"
"7879E15","127112"
"7879E15","07015-INS"
"7105C15","24412"
"7053C15","02NP25"
"7878E15","64463"
"7878E15","66141"
"7111C15","310801"
"7877E15","07013-INS"
"7020C15","02NT2725"
"7022C15","6614428"
"7022C15","811105"
"7934E15","12137"
"7934E15","05000-FUNG"
"7890E15","07014-INS"
"7890E15","04I2453"
"7890E15","12074"
"7890E15","09I1202"
"7897E15","05000-FUNG"
"7897E15","03111-INS"
"7923E15","6697"
"7074C15","02NIT30"
"7075C15","28412"
"7945E15","05069-INS"
"7945E15","6636"
"7945E15","120350"
"7945E15","09PD5"
"7945E15","1254"
"7930E15","121014"
"7049C15","66614"
"7191C15","0282424B6"
"7191C15","28242425"
"7191C15","319132"
"7967E15","661289"
"7967E15","AS2003"
"7121C15","02S32NADP"
"7038C15","215520"
"7038C15","02NPG25"
"7951E15","121014"
"7951E15","12128"
"7039C15","311119"
"7103C15","02TH24"
"8082E15","05073-FUNG"
"7057C15","24812"
"7066C15","02S181818"
"7066C15","02NPT25"
"7101C15","170024"
"7158C15","24812"
"8034E15","04I2206"
"8000E15","121014"
"8000E15","12541"
"8000E15","04I2450"
"8000E15","12176"
"8000E15","08044-FUNG"
"8012E15","05142-HERB"
"7092C15","02S32ND"
"8001E15","122113"
"7077C15","02SAG50K"
"7078C15","02SA25G"
"7078C15","02NT27425"
"8086E15","07002-INS"
"7095C15","02201010B"
"7095C15","220101025"
"7146C15","02TH2"
"7146C15","02TNC"
"8047E15","122112"
"8047E15","661103"
"7098C15","20102"
"7098C15","02AST25"
"7275C15","311119"
"8042E15","6654"
"8042E15","04I1212"
"8043E15","6654"
"7110C15","020030B"
"7110C15","0226B500"
"8048E15","1004"
"8048E15","12030"
"8048E15","12127"
"7193C15","4840133"
"7097C15","02U4640G"
"7097C15","02NT274"
"7099C15","02NCB25"
"8050E15","12221"
"8051E15","121432"
"8051E15","04I2450"
"8051E15","1254"
"8051E15","12176"
"8053E15","91708"
"8052E15","91708"
"8055E15","122112"
"7117C15","02GE5815B"
"7117C15","02SAG50K"
"8092E15","12005"
"8092E15","91707"
"8092E15","04I1550"
"8092E15","04I2450"
"7106C15","02OSM11229"
"7106C15","02NT2725"
"7106C15","02NT27425"
"7175C15","0200145K"
"8093E15","04F4001"
"8094E15","12073"
"8094E15","03008-FUNG"
"8094E15","12291"
"8095E15","121014"
"8094E15","12541"
"7115C15","311119"
"7115C15","66614"
"7114C15","02F22600"
"7114C15","02SMG500"
"7114C15","02NCR25"
"7114C15","66614"
"7145C15","28412"
"8091E15","661289"
"8091E15","04I2450"
"8091E15","12539"
"8091E15","91706"
"7116C15","02S32ND"
"8135E15","02SMN25"
"7135C15","02AF32"
"7135C15","02NP25"
"7135C15","02NAM25"
"7135C15","02SA25G"
"7135C15","02FMA25"
"7135C15","661409"
"7144C15","02NP25"
"7144C15","02NCR25"
"7144C15","02NAM25"
"7144C15","02AN27"
"7144C15","02MKP25"
"7144C15","6651"
"7136C15","4800012"
"8105E15","05067-FUNG"
"8104E15","66341"
"8104E15","07015-INS"
"7159C15","02S32N"
"8116E15","6621"
"7157C15","22044"
"8113E15","04PE1402"
"8113E15","09I1403"
"8113E15","07160-HERB"
"8113E15","04I2453"
"8113E15","1242"
"7132C15","0218460B6"
"7133C15","0218460B6"
"7142C15","027210B6"
"7142C15","2721050"
"7143C15","027210B6"
"7143C15","2721050"
"8115E15","08PD1201"
"8115E15","02NT27425"
"7127C15","02A61020B6"
"7127C15","02SULF21B"
"8119E15","07002-INS"
"7181C15","02NT2725"
"7181C15","02NT27"
"7181C15","02NIT5"
"8240E15","12212"
"8133E15","04I2450"
"8133E15","66341"
"8133E15","12212"
"8133E15","03016-FUNG"
"8133E15","09PD4"
"8133E15","AS2400"
"8147E15","09HERB4"
"7147C15","01ORGB"
"8145E15","661289"
"7241C15","26312"
"7168C15","026818B"
"7168C15","2003025"
"7167C15","211125"
"7167C15","02NT27425"
"8181E15","665252"
"8181E15","64463"
"7166C15","22020"
"7186C15","02NT27425"
"7186C15","21115"
"7242C15","24812"
"7221C15","12430E"
"7169C15","02A61020B6"
"7169C15","0226B500"
"7171C15","01ORGB"
"7171C15","2121020"
"7171C15","02NT27425"
